model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
AlephAlpha/luminous-base,1,0.0474,0.0,0.76,0.0,0.7126,0.0,BoolQ
ai21/j1-grande-v2-beta,1,0.0132,0.0,0.8,0.0,0.8132,0.0,BoolQ
ai21/j1-jumbo,1,0.0396,0.0,0.72,0.0,0.7596,0.0,BoolQ
ai21/j2-large,1,0.0253,0.0,0.76,0.0,0.7347,0.0,BoolQ
cohere/command-xlarge-beta,1,0.0096,0.0,0.84,0.0,0.8496,0.0,BoolQ
cohere/small-20220720,1,0.1093,0.0,0.36,0.0,0.4693,0.0,BoolQ
meta/llama-2-70b,1,0.1459,0.0,0.7391,0.0,0.885,0.0,BoolQ
meta/llama-65b,1,0.0884,0.0,0.7826,0.0,0.871,0.0,BoolQ
mosaicml/mpt-instruct-30b,1,0.0664,0.0,0.7826,0.0,0.849,0.0,BoolQ
openai/babbage,1,0.1051,0.0,0.72,0.0,0.6149,0.0,BoolQ
openai/gpt-3.5-turbo-0613,1,0.0834,0.0,0.7826,0.0,0.866,0.0,BoolQ
openai/text-davinci-003,1,0.1955,0.0,0.68,0.0,0.8755,0.0,BoolQ
together/redpajama-incite-instruct-3b-v1,1,0.0611,0.0,0.7391,0.0,0.678,0.0,BoolQ
together/t0pp,1,0.0,0.0,0.0,0.0,0.0,0.0,BoolQ
together/t5-11b,1,0.1414,0.0,0.6,0.0,0.7414,0.0,BoolQ
together/yalm,1,0.1364,0.0,0.76,0.0,0.6236,0.0,BoolQ
AlephAlpha/luminous-base,1,0.0148,0.0,0.2,0.0,0.2148,0.0,LSAT
ai21/j1-grande-v2-beta,1,0.0556,0.0,0.24,0.0,0.1844,0.0,LSAT
ai21/j1-jumbo,1,0.0743,0.0,0.16,0.0,0.2343,0.0,LSAT
ai21/j2-large,1,0.0861,0.0,0.12,0.0,0.2061,0.0,LSAT
cohere/command-xlarge-beta,1,0.1139,0.0,0.32,0.0,0.2061,0.0,LSAT
cohere/small-20220720,1,0.0469,0.0,0.24,0.0,0.1931,0.0,LSAT
meta/llama-2-70b,1,0.0213,0.0,0.2,0.0,0.2213,0.0,LSAT
meta/llama-65b,1,0.0613,0.0,0.16,0.0,0.2213,0.0,LSAT
mosaicml/mpt-instruct-30b,1,0.1304,0.0,0.08,0.0,0.2104,0.0,LSAT
openai/babbage,1,0.0569,0.0,0.16,0.0,0.2169,0.0,LSAT
openai/gpt-3.5-turbo-0613,1,0.0147,0.0,0.16,0.0,0.1453,0.0,LSAT
openai/text-davinci-003,1,0.0073,0.0,0.24,0.0,0.2473,0.0,LSAT
together/redpajama-incite-instruct-3b-v1,1,0.06,0.0,0.12,0.0,0.18,0.0,LSAT
together/t0pp,1,0.0426,0.0,0.24,0.0,0.1974,0.0,LSAT
together/t5-11b,1,0.0309,0.0,0.16,0.0,0.1909,0.0,LSAT
together/yalm,1,0.0613,0.0,0.16,0.0,0.2213,0.0,LSAT
AlephAlpha/luminous-base,1,0.0,0.0,0.0,0.0,0.0,0.0,SRN
ai21/j1-grande-v2-beta,1,0.0997,0.0,0.2267,0.0,0.127,0.0,SRN
ai21/j1-jumbo,1,0.0917,0.0,0.0933,0.0,0.185,0.0,SRN
ai21/j2-large,1,0.1007,0.0,0.0667,0.0,0.1673,0.0,SRN
cohere/command-xlarge-beta,1,0.081,0.0,0.3067,0.0,0.2257,0.0,SRN
cohere/small-20220720,1,0.0,0.0,0.0,0.0,0.0,0.0,SRN
meta/llama-2-70b,1,0.1163,0.0,0.4,0.0,0.5163,0.0,SRN
meta/llama-65b,1,0.028,0.0,0.6133,0.0,0.5853,0.0,SRN
mosaicml/mpt-instruct-30b,1,0.0915,0.0,0.5333,0.0,0.4418,0.0,SRN
openai/babbage,1,0.0213,0.0,0.1333,0.0,0.112,0.0,SRN
openai/gpt-3.5-turbo-0613,1,0.09,0.0,0.5733,0.0,0.6633,0.0,SRN
openai/text-davinci-003,1,0.0763,0.0,0.8933,0.0,0.817,0.0,SRN
together/redpajama-incite-instruct-3b-v1,1,0.0,0.0,0.0,0.0,0.0,0.0,SRN
together/t0pp,1,0.0,0.0,0.0,0.0,0.0,0.0,SRN
together/t5-11b,1,0.0293,0.0,0.0267,0.0,0.056,0.0,SRN
together/yalm,1,0.0405,0.0,0.0,0.0,0.0405,0.0,SRN
AlephAlpha/luminous-base,1,0.0718,0.0,0.2484,0.0,0.1766,0.0,NaturalQA-Classic
ai21/j1-grande-v2-beta,1,0.1393,0.0,0.4141,0.0,0.2748,0.0,NaturalQA-Classic
ai21/j1-jumbo,1,0.116,0.0,0.363,0.0,0.2471,0.0,NaturalQA-Classic
