model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
AlephAlpha/luminous-base,10,0.04731639722863741,0.04886235354274459,0.068,0.06705221845696084,0.05658198614318707,0.0,MATH-Classic
ai21/j1-grande-v2-beta,10,0.05893764434180139,0.05391740339693817,0.088,0.07959899496852961,0.09468822170900693,0.0,MATH-Classic
ai21/j1-jumbo,10,0.02717782909930716,0.01732583397200086,0.036,0.028000000000000004,0.05196304849884527,0.0,MATH-Classic
ai21/j2-large,10,0.044314087759815234,0.020643749505465988,0.044,0.04882622246293481,0.0415704387990762,6.938893903907228e-18,MATH-Classic
anthropic/stanford-online-all-v4-s3,10,0.06833256351039262,0.055977835837607764,0.172,0.08772684879784523,0.16166281755196305,0.0,MATH-Classic
cohere/command-xlarge-beta,10,0.04550577367205542,0.030991204687992636,0.068,0.047497368348151665,0.09584295612009239,1.3877787807814457e-17,MATH-Classic
cohere/xlarge-20221108,10,0.039999999999999994,0.03403725832158985,0.08,0.04732863826479693,0.10277136258660509,1.3877787807814457e-17,MATH-Classic
lmsys/vicuna-7b-v1.3,10,0.047565819861431866,0.03046766111247446,0.07600000000000001,0.054990908339470075,0.08891454965357967,0.0,MATH-Classic
microsoft/TNLGv2_530B,10,0.0638891454965358,0.021511258953007734,0.11200000000000002,0.06144916598294887,0.1397228637413395,0.0,MATH-Classic
microsoft/TNLGv2_7B,10,0.03214780600461894,0.023813121056770824,0.04,0.04,0.03926096997690531,0.0,MATH-Classic
mosaicml/mpt-30b,10,0.0501986143187067,0.03178321031798932,0.12000000000000002,0.05366563145999495,0.14549653579676675,0.0,MATH-Classic
openai/text-babbage-001,10,0.013237875288683604,0.005071593533487298,0.004,0.012,0.011547344110854504,0.0,MATH-Classic
openai/text-davinci-003,10,0.07274826789838337,0.06441072027335192,0.43600000000000005,0.09707728879609277,0.4318706697459584,5.551115123125783e-17,MATH-Classic
together/bloom,10,0.04616166281755196,0.027686115676130378,0.052000000000000005,0.05381449618829484,0.05080831408775981,6.938893903907228e-18,MATH-Classic
together/opt-175b,10,0.010180138568129332,0.014959657340964348,0.04,0.01788854381999832,0.042725173210161664,0.0,MATH-Classic
together/redpajama-incite-base-3b-v1,10,0.028942263279445723,0.01795834640112281,0.027999999999999997,0.031240998703626618,0.0415704387990762,6.938893903907228e-18,MATH-Classic
writer/palmyra-x,10,0.102364896073903,0.056273000140671055,0.364,0.11655041827466774,0.371824480369515,0.0,MATH-Classic
AlephAlpha/luminous-base,10,0.05116803472406921,0.0423351183621404,0.2943934170959698,0.05606854838101984,0.3299848192417862,5.551115123125783e-17,QuAC
ai21/j1-grande-v2-beta,10,0.0607451450182509,0.05211472750313401,0.37494695777426434,0.07890747360641186,0.3883457664924923,0.0,QuAC
ai21/j1-jumbo,10,0.06309631925952933,0.03808042066488077,0.36078717853682896,0.0721254693949466,0.34564846635007573,0.0,QuAC
anthropic/stanford-online-all-v4-s3,10,0.07273576967516134,0.04573384733601315,0.38733228712571643,0.0825164878555493,0.41127192401470997,0.0,QuAC
cohere/command-xlarge-beta,10,0.052652510327715854,0.030558167616269928,0.4110921038107137,0.0566942862844453,0.4332697131176618,0.0,QuAC
cohere/xlarge-20221108,10,0.0624004877654144,0.041069097841776404,0.36081709132429407,0.07265538683234404,0.3781862143632239,0.0,QuAC
lmsys/vicuna-7b-v1.3,10,0.035934049121758,0.024179231773185535,0.3689666618445907,0.03283118862343841,0.39721562977261504,0.0,QuAC
microsoft/TNLGv2_530B,10,0.07628541718075466,0.042214927274713425,0.3537991871122544,0.07783383089048866,0.39308607714139676,5.551115123125783e-17,QuAC
microsoft/TNLGv2_7B,10,0.08520022516308619,0.053203991043478865,0.2983956961656078,0.09288692039744287,0.33662870611609785,5.551115123125783e-17,QuAC
mosaicml/mpt-30b,10,0.07003692771334206,0.055365999951377816,0.35385948551697166,0.08252030248890041,0.38793242010265494,5.551115123125783e-17,QuAC
openai/text-babbage-001,10,0.052152203250490935,0.05027751186506097,0.25065848591781537,0.06964042168299112,0.27060572058924404,0.0,QuAC
openai/text-davinci-003,10,0.048511773122275684,0.030955177573128954,0.4725406223652941,0.05195553760826836,0.49728405102598916,0.0,QuAC
together/bloom,10,0.053525438173690855,0.03339430783802631,0.34466766567776413,0.06305160245408502,0.34251180027415307,0.0,QuAC
together/opt-175b,10,0.07243693417015362,0.027959061518174056,0.31904756898654396,0.06328664810250506,0.3640322188673411,0.0,QuAC
together/redpajama-incite-base-3b-v1,10,0.06910274911062035,0.05117534537846852,0.286526833076688,0.08298463076316896,0.3090580773022382,0.0,QuAC
writer/palmyra-x,10,0.08073427121828389,0.051034579900175084,0.40440773189387674,0.07240457142450828,0.4666984128306594,0.0,QuAC
AlephAlpha/luminous-base,10,0.06985749690210658,0.02946702435948485,0.9321428571428572,0.07502267231007048,0.9211895910780669,0.0,IMDB
ai21/j1-grande-v2-beta,10,0.04217267323578455,0.025067990029083876,0.9519554568238779,0.043844068157265215,0.9299410029498526,1.1102230246251565e-16,IMDB
ai21/j1-jumbo,10,0.04311447407212984,0.026436380827250177,0.9291085421062538,0.04840446909471901,0.9144542772861358,1.1102230246251565e-16,IMDB
ai21/j2-large,10,0.046925602278762135,0.02796254236817198,0.9468831168831168,0.05446871534428306,0.9427509293680296,1.1102230246251565e-16,IMDB
anthropic/stanford-online-all-v4-s3,10,0.04660208945818417,0.03332371802857949,0.9074065846434267,0.05227232413709804,0.9308550185873606,0.0,IMDB
cohere/command-xlarge-beta,10,0.03926406926406928,0.02783140462612622,0.9516450216450215,0.04812747077840442,0.9516728624535314,1.1102230246251565e-16,IMDB
cohere/xlarge-20221108,10,0.04247436773752563,0.015931167658056012,0.9475256322624744,0.04508208264308992,0.9424778761061946,1.1102230246251565e-16,IMDB
lmsys/vicuna-7b-v1.3,10,0.05291160990712072,0.03089323359379219,0.9481256449948401,0.052172533755889566,0.916,0.0,IMDB
microsoft/TNLGv2_530B,10,0.035257026461270505,0.02165845915949656,0.9234728372314185,0.039647025309649545,0.9353159851301115,0.0,IMDB
microsoft/TNLGv2_7B,10,0.026143447297586275,0.004301419110129638,0.9225825680802797,0.026219356074326378,0.9263940520446099,2.220446049250313e-16,IMDB
mosaicml/mpt-30b,10,0.039024269005847975,0.014321926600969516,0.977375730994152,0.0372873123653999,0.959,0.0,IMDB
openai/text-babbage-001,10,0.03961920173479274,0.03608478101454275,0.9154715840985865,0.05331206497201431,0.9100294985250738,0.0,IMDB
openai/text-davinci-003,10,0.07249797953206143,0.0487344330934298,0.8552118438388462,0.07787562880010745,0.8156342182890854,1.1102230246251565e-16,IMDB
together/bloom,10,0.04954642012262832,0.03538755522565768,0.9418831168831169,0.06050348849519097,0.9486988847583643,0.0,IMDB
together/opt-175b,10,0.02104978354978356,0.02274274322285737,0.9520021645021645,0.030987373508484545,0.9516728624535314,1.1102230246251565e-16,IMDB
together/redpajama-incite-base-3b-v1,10,0.06656173522040393,0.033977665040305444,0.937123138729176,0.06963678383311679,0.9099999999999999,1.1102230246251565e-16,IMDB
writer/palmyra-x,10,0.051505173884356034,0.02385234303763024,0.9473593073593074,0.05407616092212296,0.9301115241635689,1.1102230246251565e-16,IMDB
AlephAlpha/luminous-base,10,0.0728,0.05024101909794426,0.296,0.08616263691415206,0.31599999999999995,5.551115123125783e-17,BBQ
ai21/j1-grande-v2-beta,10,0.0792,0.05740522624291278,0.476,0.09707728879609277,0.4640000000000001,5.551115123125783e-17,BBQ
ai21/j1-jumbo,10,0.06839999999999999,0.04192183202103647,0.352,0.07959899496852958,0.342,0.0,BBQ
ai21/j2-large,10,0.08919999999999999,0.061484632226272616,0.388,0.08953211714239756,0.327,0.0,BBQ
anthropic/stanford-online-all-v4-s3,10,0.0876,0.05461904429775386,0.5720000000000001,0.0947417542586161,0.5309999999999999,1.1102230246251565e-16,BBQ
cohere/command-xlarge-beta,10,0.11080000000000001,0.05716957232654448,0.524,0.11377170122662314,0.473,0.0,BBQ
cohere/xlarge-20221108,10,0.0664,0.04550868049064927,0.376,0.08039900496896712,0.372,0.0,BBQ
microsoft/TNLGv2_530B,10,0.07680000000000001,0.04163844377495393,0.508,0.06705221845696083,0.45200000000000007,5.551115123125783e-17,BBQ
microsoft/TNLGv2_7B,10,0.10400000000000001,0.06609084656743322,0.31999999999999995,0.12263767773404714,0.33199999999999996,5.551115123125783e-17,BBQ
openai/text-babbage-001,10,0.09519999999999999,0.042999534881205385,0.348,0.1043839068055991,0.344,0.0,BBQ
openai/text-davinci-003,10,0.042,0.02993325909419151,0.8800000000000001,0.05059644256269406,0.89,0.0,BBQ
together/bloom,10,0.09980000000000001,0.0648764980559216,0.396,0.11377170122662314,0.36099999999999993,5.551115123125783e-17,BBQ
together/opt-175b,10,0.06740000000000002,0.056517607875776206,0.32800000000000007,0.08726969691708572,0.339,0.0,BBQ
writer/palmyra-x,10,0.08299999999999999,0.038678159211627434,0.776,0.08616263691415206,0.745,0.0,BBQ
AlephAlpha/luminous-base,10,0.07999999999999999,0.05122858420901825,0.584,0.09499473669630334,0.5833935018050542,1.1102230246251565e-16,EntityMatching
ai21/j1-grande-v2-beta,10,0.03630324909747292,0.018768141662025763,0.8560000000000001,0.04079215610874227,0.8584837545126354,0.0,EntityMatching
ai21/j1-jumbo,10,0.05428158844765343,0.033051274768230644,0.8760000000000001,0.063118935352238,0.868592057761733,1.1102230246251565e-16,EntityMatching
ai21/j2-large,10,0.04430324909747294,0.026299260135679386,0.8640000000000001,0.0512249938994628,0.8584837545126354,0.0,EntityMatching
anthropic/stanford-online-all-v4-s3,10,0.07140794223826716,0.0502749960945908,0.6360000000000001,0.08475848040166836,0.6570397111913359,1.1102230246251565e-16,EntityMatching
cohere/command-xlarge-beta,10,0.056505415162454886,0.045980799691079786,0.4920000000000001,0.06462197768561405,0.5256317689530687,1.1102230246251565e-16,EntityMatching
cohere/xlarge-20221108,10,0.07142238267148014,0.03418415040832592,0.8240000000000001,0.07631513611335565,0.8028880866425994,1.1102230246251565e-16,EntityMatching
lmsys/vicuna-7b-v1.3,10,0.040028880866425996,0.02525291169731944,0.8800000000000001,0.047328638264796934,0.8801444043321298,1.1102230246251565e-16,EntityMatching
microsoft/TNLGv2_530B,10,0.05559566787003613,0.026848878104504675,0.8719999999999999,0.06144916598294887,0.8779783393501805,0.0,EntityMatching
microsoft/TNLGv2_7B,10,0.07442599277978339,0.07097267111977501,0.5600000000000002,0.10276186062932104,0.555956678700361,0.0,EntityMatching
mosaicml/mpt-30b,10,0.030772563176895317,0.021230034959740858,0.8999999999999998,0.03687817782917154,0.8938628158844766,0.0,EntityMatching
openai/text-babbage-001,10,0.033732851985559587,0.03449892935102223,0.808,0.0466476151587624,0.7956678700361011,0.0,EntityMatching
openai/text-davinci-003,10,0.019985559566787027,0.016873100899662923,0.9200000000000002,0.02529822128134702,0.9133574007220217,0.0,EntityMatching
together/bloom,10,0.032317689530685936,0.023079751881053805,0.8879999999999999,0.039191835884530866,0.8815884476534295,1.1102230246251565e-16,EntityMatching
together/opt-175b,10,0.044000000000000004,0.03217638637193756,0.148,0.05381449618829484,0.15667870036101084,0.0,EntityMatching
together/redpajama-incite-base-3b-v1,10,0.06303249097472921,0.03807333249042162,0.268,0.06209669878504009,0.3075812274368231,0.0,EntityMatching
writer/palmyra-x,10,0.02535740072202166,0.015952228335398947,0.968,0.029933259094191523,0.9667870036101082,1.1102230246251565e-16,EntityMatching
AlephAlpha/luminous-base,10,0.08792330011353602,0.049972573310411855,0.2720000000000001,0.09599999999999999,0.24019174971615995,0.0,WikiFact
ai21/j1-grande-v2-beta,10,0.06099508010596694,0.041276681383257886,0.26800000000000007,0.07166589146867566,0.2849754005298347,0.0,WikiFact
ai21/j1-jumbo,10,0.07283310205626341,0.05039185336209364,0.26800000000000007,0.08772684879784523,0.255834489718683,0.0,WikiFact
ai21/j2-large,10,0.08195219584467073,0.050353267996059256,0.185719298245614,0.0961585233752235,0.18798918457378683,0.0,WikiFact
anthropic/stanford-online-all-v4-s3,10,0.05802699634161725,0.042220807789149856,0.26,0.06260990336999411,0.29506749085404316,0.0,WikiFact
cohere/command-xlarge-beta,10,0.08529582439762837,0.0753310585758692,0.32399999999999995,0.11377170122662314,0.3264791219881418,0.0,WikiFact
cohere/xlarge-20221108,10,0.0624407720449098,0.03406496939344263,0.31999999999999995,0.06928203230275509,0.3038980698877255,0.0,WikiFact
lmsys/vicuna-7b-v1.3,10,0.04687977797401287,0.032936386649995694,0.176,0.05425863986500215,0.19439888987006435,0.0,WikiFact
microsoft/TNLGv2_530B,10,0.06399999999999999,0.05233542022963346,0.296,0.08236504112789601,0.3031411631134099,0.0,WikiFact
microsoft/TNLGv2_7B,10,0.08722795509019807,0.0489809229518447,0.23200000000000004,0.09600000000000002,0.2038602245490097,0.0,WikiFact
mosaicml/mpt-30b,10,0.08737378579538287,0.057319525688588766,0.348,0.1043839068055991,0.34313107102308565,0.0,WikiFact
openai/text-babbage-001,10,0.047121483537277666,0.03593731836819334,0.13200000000000003,0.0567097875150313,0.11479752743787057,0.0,WikiFact
openai/text-davinci-003,10,0.06204112526807115,0.03971584986377549,0.352,0.07332121111929345,0.3448971868298222,5.551115123125783e-17,WikiFact
together/bloom,10,0.06582313611706823,0.04376880382238216,0.20400000000000001,0.07683749084919418,0.1854421597073294,2.7755575615628914e-17,WikiFact
together/opt-175b,10,0.05600000000000001,0.025926880937859394,0.192,0.06144916598294887,0.1863252176106976,2.7755575615628914e-17,WikiFact
