model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
ai21/j1-grande-v2-beta,1,0.0447,0.0,0.7733,0.0,0.818,0.0,BLiMP
ai21/j1-jumbo,1,0.0607,0.0,0.76,0.0,0.8207,0.0,BLiMP
ai21/j2-large,1,0.0751,0.0,0.7467,0.0,0.8217,0.0,BLiMP
cohere/command-xlarge-beta,1,0.0173,0.0,0.8133,0.0,0.796,0.0,BLiMP
cohere/small-20220720,1,0.0091,0.0,0.8,0.0,0.7909,0.0,BLiMP
openai/babbage,1,0.0315,0.0,0.8,0.0,0.8315,0.0,BLiMP
openai/text-davinci-003,1,0.0039,0.0,0.8267,0.0,0.8227,0.0,BLiMP
AlephAlpha/luminous-base,1,0.0058,0.0,0.1707,0.0,0.1766,0.0,NaturalQA-Classic
ai21/j1-grande-v2-beta,1,0.0177,0.0,0.2571,0.0,0.2748,0.0,NaturalQA-Classic
ai21/j1-jumbo,1,0.0647,0.0,0.1824,0.0,0.2471,0.0,NaturalQA-Classic
ai21/j2-large,1,0.0369,0.0,0.1954,0.0,0.2324,0.0,NaturalQA-Classic
cohere/command-xlarge-beta,1,0.0333,0.0,0.2859,0.0,0.3191,0.0,NaturalQA-Classic
cohere/small-20220720,1,0.0165,0.0,0.0454,0.0,0.0619,0.0,NaturalQA-Classic
meta/llama-2-70b,1,0.0109,0.0,0.4262,0.0,0.4152,0.0,NaturalQA-Classic
meta/llama-65b,1,0.01,0.0,0.3815,0.0,0.3915,0.0,NaturalQA-Classic
mosaicml/mpt-instruct-30b,1,0.012,0.0,0.2357,0.0,0.2476,0.0,NaturalQA-Classic
openai/babbage,1,0.0662,0.0,0.0306,0.0,0.0968,0.0,NaturalQA-Classic
openai/gpt-3.5-turbo-0613,1,0.0152,0.0,0.3096,0.0,0.2943,0.0,NaturalQA-Classic
openai/text-davinci-003,1,0.0134,0.0,0.3549,0.0,0.3683,0.0,NaturalQA-Classic
together/redpajama-incite-instruct-3b-v1,1,0.0213,0.0,0.1476,0.0,0.1689,0.0,NaturalQA-Classic
together/t0pp,1,0.0062,0.0,0.0329,0.0,0.0391,0.0,NaturalQA-Classic
together/t5-11b,1,0.013,0.0,0.1515,0.0,0.1645,0.0,NaturalQA-Classic
together/yalm,1,0.0092,0.0,0.0506,0.0,0.0598,0.0,NaturalQA-Classic
