model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
AlephAlpha/luminous-base,10,0.012683602771362587,0.007558900980724436,0.05800000000000001,0.01469693845669907,0.05658198614318707,0.0,MATH-Classic
ai21/j1-grande-v2-beta,10,0.02306235565819862,0.01703253282068049,0.09,0.0282842712474619,0.09468822170900693,0.0,MATH-Classic
ai21/j1-jumbo,10,0.020392609699769054,0.010392065677318624,0.05,0.02280350850198276,0.05196304849884527,0.0,MATH-Classic
ai21/j2-large,10,0.016628175519630483,0.011500078786960995,0.038,0.019899748742132396,0.0415704387990762,6.938893903907228e-18,MATH-Classic
anthropic/stanford-online-all-v4-s3,10,0.014999999999999996,0.008819753789042982,0.16299999999999998,0.017349351572897468,0.16166281755196305,0.0,MATH-Classic
cohere/command-xlarge-beta,10,0.01983140877598153,0.02592672085123969,0.10700000000000001,0.030675723300355933,0.09584295612009239,1.3877787807814457e-17,MATH-Classic
cohere/xlarge-20221108,10,0.030108545034642026,0.021421241615495072,0.09500000000000001,0.036124783736376884,0.10277136258660509,1.3877787807814457e-17,MATH-Classic
lmsys/vicuna-7b-v1.3,10,0.014782909930715932,0.008800424511635768,0.083,0.016155494421403512,0.08891454965357967,0.0,MATH-Classic
microsoft/TNLGv2_530B,10,0.014000000000000007,0.012634976231370446,0.13200000000000003,0.01720465053408526,0.1397228637413395,0.0,MATH-Classic
microsoft/TNLGv2_7B,10,0.014852193995381064,0.01066301263201535,0.028999999999999998,0.015132745950421555,0.03926096997690531,0.0,MATH-Classic
mosaicml/mpt-30b,10,0.035,0.025345044074017078,0.16299999999999998,0.03950949253027682,0.14549653579676675,0.0,MATH-Classic
openai/text-babbage-001,10,0.010237875288683604,0.0075408386825262875,0.007000000000000001,0.011874342087037918,0.011547344110854504,0.0,MATH-Classic
openai/text-davinci-003,10,0.031,0.011672221073572967,0.429,0.032999999999999995,0.4318706697459584,5.551115123125783e-17,MATH-Classic
together/bloom,10,0.011484988452655887,0.013040889890474089,0.043,0.015524174696260024,0.05080831408775981,6.938893903907228e-18,MATH-Classic
together/opt-175b,10,0.015545034642032333,0.014121877628078622,0.043,0.021,0.042725173210161664,0.0,MATH-Classic
together/redpajama-incite-base-3b-v1,10,0.015999999999999997,0.013423282863194795,0.042,0.0208806130178211,0.0415704387990762,6.938893903907228e-18,MATH-Classic
