model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
01-ai/yi-34b,1,0.0081,0.0,0.1477,0.0,0.1557,0.0
ai21/j2-grande,1,0.0099,0.0,0.0844,0.0,0.0943,0.0
amazon/nova-micro-v1:0,1,0.0117,0.0,0.1595,0.0,0.1712,0.0
anthropic/claude-3-opus-20240229,1,0.028,0.0,0.1851,0.0,0.2131,0.0
anthropic/claude-v1.3,1,0.03,0.0,0.1645,0.0,0.1945,0.0
cohere/command,1,0.0182,0.0,0.0619,0.0,0.0802,0.0
databricks/dbrx-instruct,1,0.0268,0.0,0.0898,0.0,0.1166,0.0
google/text-bison@001,1,0.0087,0.0,0.2021,0.0,0.2108,0.0
meta/llama-3.2-90b-vision-instruct-turbo,1,0.0172,0.0,0.1811,0.0,0.1983,0.0
meta/llama-65b,1,0.0299,0.0,0.1393,0.0,0.1692,0.0
microsoft/phi-3-small-8k-instruct,1,0.0205,0.0,0.1202,0.0,0.1407,0.0
mistralai/mistral-7b-instruct-v0.3,1,0.0241,0.0,0.1054,0.0,0.1295,0.0
mistralai/mistral-7b-v0.1,1,0.0372,0.0,0.1088,0.0,0.146,0.0
mistralai/mixtral-8x7b-32kseqlen,1,0.0351,0.0,0.136,0.0,0.1711,0.0
mistralai/open-mistral-nemo-2407,1,0.0013,0.0,0.1594,0.0,0.1607,0.0
openai/gpt-4-0613,1,0.012,0.0,0.1769,0.0,0.1889,0.0
openai/gpt-4o-2024-08-06,1,0.0194,0.0,0.1822,0.0,0.2016,0.0
openai/text-davinci-003,1,0.0309,0.0,0.1396,0.0,0.1705,0.0
qwen/qwen1.5-14b,1,0.0161,0.0,0.1443,0.0,0.1604,0.0
qwen/qwen1.5-72b,1,0.0238,0.0,0.1561,0.0,0.1799,0.0
qwen/qwen2-72b-instruct,1,0.0155,0.0,0.1696,0.0,0.1851,0.0
qwen/qwen2.5-7b-instruct-turbo,1,0.0158,0.0,0.1257,0.0,0.1415,0.0
