model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
AlephAlpha/luminous-base,1,0.0414,0.0,0.218,0.0,0.1766,0.0
ai21/j1-grande-v2-beta,1,0.0314,0.0,0.2433,0.0,0.2748,0.0
ai21/j1-jumbo,1,0.0612,0.0,0.1859,0.0,0.2471,0.0
ai21/j2-large,1,0.0071,0.0,0.2253,0.0,0.2324,0.0
cohere/command-xlarge-beta,1,0.0025,0.0,0.3166,0.0,0.3191,0.0
cohere/small-20220720,1,0.0062,0.0,0.0681,0.0,0.0619,0.0
meta/llama-2-70b,1,0.0352,0.0,0.4504,0.0,0.4152,0.0
meta/llama-65b,1,0.0247,0.0,0.4162,0.0,0.3915,0.0
mosaicml/mpt-instruct-30b,1,0.0494,0.0,0.297,0.0,0.2476,0.0
openai/babbage,1,0.0571,0.0,0.0398,0.0,0.0968,0.0
openai/gpt-3.5-turbo-0613,1,0.0598,0.0,0.3542,0.0,0.2943,0.0
openai/text-davinci-003,1,0.0517,0.0,0.42,0.0,0.3683,0.0
together/redpajama-incite-instruct-3b-v1,1,0.0242,0.0,0.1447,0.0,0.1689,0.0
together/t0pp,1,0.0163,0.0,0.0228,0.0,0.0391,0.0
together/t5-11b,1,0.0254,0.0,0.1899,0.0,0.1645,0.0
together/yalm,1,0.0302,0.0,0.0296,0.0,0.0598,0.0
