model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
AlephAlpha/luminous-base,1,0.0142,0.0,0.1623,0.0,0.1766,0.0
ai21/j1-grande-v2-beta,1,0.0186,0.0,0.2561,0.0,0.2748,0.0
ai21/j1-jumbo,1,0.0577,0.0,0.1893,0.0,0.2471,0.0
ai21/j2-large,1,0.03,0.0,0.2023,0.0,0.2324,0.0
cohere/command-xlarge-beta,1,0.0372,0.0,0.3563,0.0,0.3191,0.0
cohere/small-20220720,1,0.0262,0.0,0.0358,0.0,0.0619,0.0
meta/llama-2-70b,1,0.0193,0.0,0.4346,0.0,0.4152,0.0
meta/llama-65b,1,0.0641,0.0,0.4556,0.0,0.3915,0.0
mosaicml/mpt-instruct-30b,1,0.0156,0.0,0.2632,0.0,0.2476,0.0
openai/babbage,1,0.0035,0.0,0.1003,0.0,0.0968,0.0
openai/gpt-3.5-turbo-0613,1,0.0181,0.0,0.3124,0.0,0.2943,0.0
openai/text-davinci-003,1,0.0133,0.0,0.3815,0.0,0.3683,0.0
together/redpajama-incite-instruct-3b-v1,1,0.0458,0.0,0.2147,0.0,0.1689,0.0
together/t0pp,1,0.0105,0.0,0.0286,0.0,0.0391,0.0
together/t5-11b,1,0.0339,0.0,0.1305,0.0,0.1645,0.0
together/yalm,1,0.0258,0.0,0.034,0.0,0.0598,0.0
