model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
open-llm-leaderboard/details_moreh__MoMo-70B-lora-1.8.6-DPO,1,0.0136,0.0,0.715,0.0,0.7014,0.0
open-llm-leaderboard/details_Swisslex__Mixtral-Orca-v0.1,1,0.0129,0.0,0.71,0.0,0.6971,0.0
open-llm-leaderboard/details_CallComply__zephyr-7b-beta-128k,1,0.0672,0.0,0.65,0.0,0.5828,0.0
open-llm-leaderboard/details_PSanni__MPOMixtral-8x7B-Instruct-v0.1,1,0.0251,0.0,0.735,0.0,0.7099,0.0
open-llm-leaderboard/details_Weyaxi__Bagel-Hermes-2x34b,1,0.037,0.0,0.735,0.0,0.698,0.0
open-llm-leaderboard/details_HenryJJ__dolphin-2.6-mistral-7b-dpo-orca-v3,1,0.042,0.0,0.705,0.0,0.663,0.0
open-llm-leaderboard/details_Weyaxi__Helion-4x34B,1,0.0379,0.0,0.735,0.0,0.6971,0.0
open-llm-leaderboard/details_cloudyu__Yi-34Bx3-MoE-90B,1,0.031,0.0,0.74,0.0,0.709,0.0
open-llm-leaderboard/details_flemmingmiguel__NeuDist-Ro-7B,1,0.0475,0.0,0.76,0.0,0.7125,0.0
open-llm-leaderboard/details_charlesdedampierre__TopicNeuralHermes-2.5-Mistral-7B,1,0.0544,0.0,0.725,0.0,0.6706,0.0
open-llm-leaderboard/details_osanseviero__mistral-instruct-frankenmerge,1,0.0081,0.0,0.59,0.0,0.5819,0.0
open-llm-leaderboard/details_Delcos__Velara-11B-V2,1,0.0268,0.0,0.665,0.0,0.6382,0.0
open-llm-leaderboard/details_notbdq__alooowso,1,0.0503,0.0,0.68,0.0,0.6297,0.0
open-llm-leaderboard/details_TomGrc__FusionNet_passthrough,1,0.0155,0.0,0.71,0.0,0.6945,0.0
open-llm-leaderboard/details_UCLA-AGI__test0,1,0.0235,0.0,0.66,0.0,0.6365,0.0
open-llm-leaderboard/details_Mihaiii__Pallas-0.5-LASER-0.1,1,0.0232,0.0,0.67,0.0,0.6468,0.0
open-llm-leaderboard/details_UCLA-AGI__test,1,0.0513,0.0,0.71,0.0,0.6587,0.0
open-llm-leaderboard/details_qblocks__codellama_7b_DolphinCoder,1,0.0298,0.0,0.39,0.0,0.4198,0.0
open-llm-leaderboard/details_kekmodel__StopCarbon-10.7B-v6,1,0.0184,0.0,0.73,0.0,0.7116,0.0
open-llm-leaderboard/details_KnutJaegersberg__Qwen-1_8B-Llamafied,1,0.0179,0.0,0.395,0.0,0.3771,0.0
open-llm-leaderboard/details_NousResearch__Nous-Hermes-2-SOLAR-10.7B,1,0.0078,0.0,0.675,0.0,0.6672,0.0
open-llm-leaderboard/details_sr5434__CodegebraGPT-10b,1,0.0119,0.0,0.61,0.0,0.5981,0.0
open-llm-leaderboard/details_diffnamehard__Mistral-CatMacaroni-slerp-gradient,1,0.0547,0.0,0.71,0.0,0.6553,0.0
open-llm-leaderboard/details_SuperAGI__SAM,1,0.0361,0.0,0.63,0.0,0.5939,0.0
open-llm-leaderboard/details_diffnamehard__Mistral-CatMacaroni-slerp-uncensored,1,0.0675,0.0,0.71,0.0,0.6425,0.0
open-llm-leaderboard/details_Yhyu13__LMCocktail-Mistral-7B-v1,1,0.0629,0.0,0.725,0.0,0.6621,0.0
open-llm-leaderboard/details_abdulrahman-nuzha__finetuned-Mistral-5000-v1.0,1,0.051,0.0,0.65,0.0,0.599,0.0
open-llm-leaderboard/details_VAGOsolutions__SauerkrautLM-Mixtral-8x7B-Instruct,1,0.0252,0.0,0.73,0.0,0.7048,0.0
open-llm-leaderboard/details_Weyaxi__SauerkrautLM-UNA-SOLAR-Instruct,1,0.016,0.0,0.725,0.0,0.709,0.0
open-llm-leaderboard/details_Sao10K__Frostwind-10.7B-v1,1,0.0201,0.0,0.66,0.0,0.6399,0.0
open-llm-leaderboard/details_fblgit__UNA-SOLAR-10.7B-Instruct-v1.0,1,0.0227,0.0,0.73,0.0,0.7073,0.0
open-llm-leaderboard/details_cookinai__BruinHermes,1,0.0436,0.0,0.745,0.0,0.7014,0.0
open-llm-leaderboard/details_Mihaiii__Metis-0.3,1,0.0379,0.0,0.665,0.0,0.6271,0.0
open-llm-leaderboard/details_martyn__mistral-megamerge-dare-7b,1,0.0421,0.0,0.595,0.0,0.5529,0.0
open-llm-leaderboard/details_Mihaiii__Metis-0.1,1,0.0485,0.0,0.65,0.0,0.6015,0.0
open-llm-leaderboard/details_one-man-army__una-neural-chat-v3-3-P2-OMA,1,0.0518,0.0,0.725,0.0,0.6732,0.0
open-llm-leaderboard/details_meta-math__MetaMath-Llemma-7B,1,0.04,0.0,0.505,0.0,0.465,0.0
open-llm-leaderboard/details_OpenBuddy__openbuddy-deepseek-67b-v15-base,1,0.017,0.0,0.68,0.0,0.663,0.0
open-llm-leaderboard/details_Intel__neural-chat-7b-v3-3-Slerp,1,0.0436,0.0,0.71,0.0,0.6664,0.0
open-llm-leaderboard/details_itsliupeng__openllama-7b-base,1,0.0116,0.0,0.45,0.0,0.4616,0.0
open-llm-leaderboard/details_Locutusque__Orca-2-13B-no_robots,1,0.0437,0.0,0.635,0.0,0.5913,0.0
open-llm-leaderboard/details_haoranxu__ALMA-13B,1,0.0467,0.0,0.615,0.0,0.5683,0.0
open-llm-leaderboard/details_migtissera__Tess-XS-v1-3-yarn-128K,1,0.039,0.0,0.655,0.0,0.616,0.0
open-llm-leaderboard/details_migtissera__Tess-M-v1.3,1,0.0096,0.0,0.635,0.0,0.6254,0.0
