model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
AlephAlpha/luminous-extended,1,0.0252,0.0,0.0933,0.0,0.0681,0.0
AlephAlpha/luminous-supreme,1,0.0326,0.0,0.0667,0.0,0.0993,0.0
ai21/j1-grande,1,0.0101,0.0,0.0667,0.0,0.0566,0.0
ai21/j1-large,1,0.0054,0.0,0.04,0.0,0.0346,0.0
ai21/j2-grande,1,0.0147,0.0,0.08,0.0,0.0947,0.0
ai21/j2-jumbo,1,0.0376,0.0,0.16,0.0,0.1224,0.0
cohere/command-medium-beta,1,0.0172,0.0,0.0267,0.0,0.0439,0.0
cohere/large-20220720,1,0.0071,0.0,0.0533,0.0,0.0462,0.0
cohere/medium-20220720,1,0.0146,0.0,0.04,0.0,0.0254,0.0
cohere/medium-20221108,1,0.0054,0.0,0.04,0.0,0.0346,0.0
cohere/small-20220720,1,0.0064,0.0,0.0133,0.0,0.0069,0.0
cohere/xlarge-20220609,1,0.0361,0.0,0.0667,0.0,0.1028,0.0
eleutherai/pythia-12b-v0,1,0.0415,0.0,0.12,0.0,0.0785,0.0
eleutherai/pythia-6.9b,1,0.0032,0.0,0.0667,0.0,0.0635,0.0
lmsys/vicuna-7b-v1.3,1,0.0089,0.0,0.08,0.0,0.0889,0.0
meta/llama-13b,1,0.0121,0.0,0.1333,0.0,0.1212,0.0
meta/llama-2-13b,1,0.0389,0.0,0.1867,0.0,0.1478,0.0
meta/llama-2-70b,1,0.0311,0.0,0.2933,0.0,0.3245,0.0
meta/llama-2-7b,1,0.0126,0.0,0.12,0.0,0.1074,0.0
meta/llama-30b,1,0.0594,0.0,0.16,0.0,0.2194,0.0
meta/llama-65b,1,0.0116,0.0,0.2667,0.0,0.2783,0.0
microsoft/TNLGv2_7B,1,0.0274,0.0,0.0667,0.0,0.0393,0.0
mosaicml/mpt-30b,1,0.0122,0.0,0.1333,0.0,0.1455,0.0
mosaicml/mpt-instruct-30b,1,0.0383,0.0,0.0933,0.0,0.1316,0.0
openai/ada,1,0.0111,0.0,0.04,0.0,0.0289,0.0
openai/babbage,1,0.0302,0.0,0.0533,0.0,0.0231,0.0
openai/code-cushman-001,1,0.0194,0.0,0.0533,0.0,0.0727,0.0
openai/code-davinci-002,1,0.0028,0.0,0.4533,0.0,0.4561,0.0
openai/curie,1,0.0187,0.0,0.0533,0.0,0.0346,0.0
openai/davinci,1,0.0125,0.0,0.0533,0.0,0.0658,0.0
openai/gpt-3.5-turbo-0301,1,0.0155,0.0,0.6,0.0,0.6155,0.0
openai/gpt-3.5-turbo-0613,1,0.012,0.0,0.6,0.0,0.612,0.0
openai/text-ada-001,1,0.0127,0.0,0.0,0.0,0.0127,0.0
openai/text-curie-001,1,0.0065,0.0,0.04,0.0,0.0335,0.0
openai/text-davinci-002,1,0.0391,0.0,0.32,0.0,0.3591,0.0
openai/text-davinci-003,1,0.0615,0.0,0.4933,0.0,0.4319,0.0
tiiuae/falcon-40b-instruct,1,0.0296,0.0,0.1867,0.0,0.157,0.0
tiiuae/falcon-40b,1,0.0071,0.0,0.1733,0.0,0.1663,0.0
tiiuae/falcon-7b-instruct,1,0.017,0.0,0.0667,0.0,0.0497,0.0
tiiuae/falcon-7b,1,0.0107,0.0,0.08,0.0,0.0693,0.0
together/glm,1,0.0001,0.0,0.0267,0.0,0.0266,0.0
together/gpt-j-6b,1,0.0073,0.0,0.08,0.0,0.0727,0.0
together/gpt-neox-20b,1,0.0071,0.0,0.0933,0.0,0.1005,0.0
together/opt-66b,1,0.0343,0.0,0.0667,0.0,0.0323,0.0
together/redpajama-incite-base-3b-v1,1,0.0118,0.0,0.0533,0.0,0.0416,0.0
together/redpajama-incite-base-7b,1,0.0008,0.0,0.0667,0.0,0.0658,0.0
together/redpajama-incite-instruct-7b,1,0.0091,0.0,0.0267,0.0,0.0358,0.0
together/t0pp,1,0.0,0.0,0.0,0.0,0.0,0.0
together/t5-11b,1,0.0,0.0,0.0,0.0,0.0,0.0
together/ul2,1,0.0,0.0,0.0,0.0,0.0,0.0
writer/palmyra-instruct-30,1,0.0055,0.0,0.0667,0.0,0.0612,0.0
writer/palmyra-x,1,0.0252,0.0,0.3467,0.0,0.3718,0.0
