model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
AlephAlpha/luminous-base,1,0.03486689094347717,0.0,0.2951179282983091,0.0,0.32998481924178624,0.0
ai21/j1-grande-v2-beta,1,0.00791678328583234,0.0,0.38042898320665997,0.0,0.3883457664924923,0.0
ai21/j1-jumbo,1,0.042452112370374606,0.0,0.38810057872045034,0.0,0.34564846635007573,0.0
anthropic/stanford-online-all-v4-s3,1,0.01290129126595918,0.0,0.42417321528066915,0.0,0.41127192401470997,0.0
cohere/command-xlarge-beta,1,0.09430946250540667,0.0,0.33896025061225515,0.0,0.4332697131176618,0.0
cohere/xlarge-20221108,1,0.03279756618004964,0.0,0.3453886481831743,0.0,0.3781862143632239,0.0
lmsys/vicuna-7b-v1.3,1,0.005739671010908165,0.0,0.4029553007835232,0.0,0.39721562977261504,0.0
microsoft/TNLGv2_530B,1,0.002197230750186241,0.0,0.39528330789158306,0.0,0.3930860771413968,0.0
microsoft/TNLGv2_7B,1,0.045184338768303633,0.0,0.2914443673477943,0.0,0.3366287061160979,0.0
mosaicml/mpt-30b,1,0.008581794684485444,0.0,0.39651421478714033,0.0,0.3879324201026549,0.0
openai/text-babbage-001,1,0.006930588510585922,0.0,0.27753630909982996,0.0,0.27060572058924404,0.0
openai/text-davinci-003,1,0.020942502416740838,0.0,0.4763415486092483,0.0,0.49728405102598916,0.0
together/bloom,1,0.016645352456407025,0.0,0.3591571527305601,0.0,0.34251180027415307,0.0
together/opt-175b,1,0.052400928993874885,0.0,0.3116312898734662,0.0,0.3640322188673411,0.0
together/redpajama-incite-base-3b-v1,1,0.029374009915893673,0.0,0.3384320872181319,0.0,0.3090580773022382,0.0
writer/palmyra-x,1,0.025639069817350257,0.0,0.49233748264800964,0.0,0.4666984128306594,0.0
