model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
AlephAlpha/luminous-base,1,0.0,0.0,0.0252,0.0,0.0252,0.0
AlephAlpha/luminous-extended,1,0.0,0.0,0.0412,0.0,0.0412,0.0
ai21/j2-grande,1,0.0,0.0,0.0664,0.0,0.0664,0.0
ai21/j2-jumbo,1,0.0,0.0,0.1053,0.0,0.1053,0.0
ai21/jamba-1.5-large,1,0.0,0.0,0.7437,0.0,0.7437,0.0
ai21/jamba-1.5-mini,1,0.0,0.0,0.3295,0.0,0.3295,0.0
ai21/jamba-instruct,1,0.0,0.0,0.4256,0.0,0.4256,0.0
amazon/nova-pro-v1:0,1,0.0,0.0,0.8581,0.0,0.8581,0.0
anthropic/claude-2.1,1,0.0,0.0,0.6957,0.0,0.6957,0.0
anthropic/claude-3-5-haiku-20241022,1,0.0,0.0,0.8993,0.0,0.8993,0.0
anthropic/claude-3-5-sonnet-20240620,1,0.0,0.0,0.8261,0.0,0.8261,0.0
anthropic/claude-3-5-sonnet-20241022,1,0.0,0.0,0.9245,0.0,0.9245,0.0
anthropic/claude-3-haiku-20240307,1,0.0,0.0,0.1968,0.0,0.1968,0.0
anthropic/claude-3-opus-20240229,1,0.0,0.0,0.7895,0.0,0.7895,0.0
anthropic/claude-instant-1.2,1,0.0,0.0,0.5492,0.0,0.5492,0.0
anthropic/claude-v1.3,1,0.0,0.0,0.6018,0.0,0.6018,0.0
cohere/command-light,1,0.0,0.0,0.1007,0.0,0.1007,0.0
cohere/command-r-plus,1,0.0,0.0,0.4577,0.0,0.4577,0.0
cohere/command-r,1,0.0,0.0,0.2883,0.0,0.2883,0.0
cohere/command,1,0.0,0.0,0.2654,0.0,0.2654,0.0
databricks/dbrx-instruct,1,0.0,0.0,0.2998,0.0,0.2998,0.0
deepseek-ai/deepseek-llm-67b-chat,1,0.0,0.0,0.6499,0.0,0.6499,0.0
deepseek-ai/deepseek-v3,1,0.0,0.0,0.9291,0.0,0.9291,0.0
google/gemini-1.0-pro-002,1,0.0,0.0,0.7162,0.0,0.7162,0.0
google/gemini-1.5-flash-002,1,0.0,0.0,0.9291,0.0,0.9291,0.0
google/gemini-1.5-pro-001,1,0.0,0.0,0.8627,0.0,0.8627,0.0
google/gemini-1.5-pro-002,1,0.0,0.0,0.9336,0.0,0.9336,0.0
google/gemini-2.0-flash-exp,1,0.0,0.0,0.9268,0.0,0.9268,0.0
google/gemma-7b,1,0.0,0.0,0.5652,0.0,0.5652,0.0
google/text-bison@001,1,0.0,0.0,0.4416,0.0,0.4416,0.0
meta/llama-2-13b,1,0.0,0.0,0.1281,0.0,0.1281,0.0
meta/llama-2-70b,1,0.0,0.0,0.3638,0.0,0.3638,0.0
meta/llama-2-7b,1,0.0,0.0,0.103,0.0,0.103,0.0
meta/llama-3-70b,1,0.0,0.0,0.714,0.0,0.714,0.0
meta/llama-3-8b,1,0.0,0.0,0.4256,0.0,0.4256,0.0
meta/llama-3.1-405b-instruct-turbo,1,0.0,0.0,0.8604,0.0,0.8604,0.0
meta/llama-3.1-70b-instruct-turbo,1,0.0,0.0,0.833,0.0,0.833,0.0
meta/llama-3.1-8b-instruct-turbo,1,0.0,0.0,0.7368,0.0,0.7368,0.0
meta/llama-3.2-11b-vision-instruct-turbo,1,0.0,0.0,0.7689,0.0,0.7689,0.0
meta/llama-3.2-90b-vision-instruct-turbo,1,0.0,0.0,0.8398,0.0,0.8398,0.0
meta/llama-3.3-70b-instruct-turbo,1,0.0,0.0,0.8467,0.0,0.8467,0.0
meta/llama-65b,1,0.0,0.0,0.3181,0.0,0.3181,0.0
microsoft/phi-2,1,0.0,0.0,0.3135,0.0,0.3135,0.0
mistralai/mistral-7b-instruct-v0.3,1,0.0,0.0,0.3318,0.0,0.3318,0.0
