model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
AlephAlpha/luminous-base,1,0.004,0.0,0.24,0.0,0.236,0.0,MedQA
AlephAlpha/luminous-extended,1,0.02,0.0,0.24,0.0,0.26,0.0,MedQA
AlephAlpha/luminous-supreme,1,0.06,0.0,0.21,0.0,0.27,0.0,MedQA
ai21/j2-jumbo,1,0.032,0.0,0.47,0.0,0.438,0.0,MedQA
ai21/jamba-1.5-large,1,0.013,0.0,0.71,0.0,0.697,0.0,MedQA
ai21/jamba-1.5-mini,1,0.003,0.0,0.62,0.0,0.617,0.0,MedQA
anthropic/claude-3-5-haiku-20241022,1,0.014,0.0,0.71,0.0,0.724,0.0,MedQA
anthropic/claude-v1.3,1,0.042,0.0,0.65,0.0,0.608,0.0,MedQA
cohere/command-light,1,0.054,0.0,0.24,0.0,0.294,0.0,MedQA
cohere/command-r-plus,1,0.039,0.0,0.6,0.0,0.561,0.0,MedQA
cohere/command-r,1,0.119,0.0,0.65,0.0,0.531,0.0,MedQA
databricks/dbrx-instruct,1,0.04,0.0,0.64,0.0,0.68,0.0,MedQA
google/gemini-2.0-flash-exp,1,0.063,0.0,0.66,0.0,0.723,0.0,MedQA
meta/llama-3-70b,1,0.01,0.0,0.76,0.0,0.77,0.0,MedQA
meta/llama-3-8b,1,0.032,0.0,0.6,0.0,0.568,0.0,MedQA
mistralai/mistral-7b-instruct-v0.3,1,0.036,0.0,0.46,0.0,0.496,0.0,MedQA
mistralai/mistral-large-2402,1,0.039,0.0,0.45,0.0,0.489,0.0,MedQA
openai/gpt-4-0613,1,0.017,0.0,0.8,0.0,0.817,0.0,MedQA
openai/gpt-4-turbo-2024-04-09,1,0.017,0.0,0.77,0.0,0.787,0.0,MedQA
qwen/qwen1.5-14b,1,0.001,0.0,0.51,0.0,0.511,0.0,MedQA
tiiuae/falcon-40b,1,0.042,0.0,0.37,0.0,0.412,0.0,MedQA
writer/palmyra-x-004,1,0.048,0.0,0.73,0.0,0.778,0.0,MedQA
AlephAlpha/luminous-base,1,0.0115,0.0,0.6286,0.0,0.6401,0.0,NarrativeQA
AlephAlpha/luminous-extended,1,0.0035,0.0,0.6812,0.0,0.6847,0.0,NarrativeQA
AlephAlpha/luminous-supreme,1,0.001,0.0,0.7482,0.0,0.7472,0.0,NarrativeQA
