model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
01-ai/yi-6b,1,0.095,0.0,0.28,0.0,0.375,0.0,GSM8K-Lite
AlephAlpha/luminous-extended,1,0.035,0.0,0.04,0.0,0.075,0.0,GSM8K-Lite
ai21/jamba-instruct,1,0.01,0.0,0.66,0.0,0.67,0.0,GSM8K-Lite
anthropic/claude-instant-1.2,1,0.039,0.0,0.76,0.0,0.721,0.0,GSM8K-Lite
cohere/command-light,1,0.071,0.0,0.22,0.0,0.149,0.0,GSM8K-Lite
cohere/command-r-plus,1,0.002,0.0,0.74,0.0,0.738,0.0,GSM8K-Lite
cohere/command,1,0.108,0.0,0.56,0.0,0.452,0.0,GSM8K-Lite
google/gemini-1.0-pro-002,1,0.024,0.0,0.84,0.0,0.816,0.0,GSM8K-Lite
google/gemini-1.5-pro-002,1,0.017,0.0,0.8,0.0,0.817,0.0,GSM8K-Lite
google/gemini-2.0-flash-exp,1,0.006,0.0,0.94,0.0,0.946,0.0,GSM8K-Lite
meta/llama-3.2-90b-vision-instruct-turbo,1,0.044,0.0,0.98,0.0,0.936,0.0,GSM8K-Lite
microsoft/phi-2,1,0.079,0.0,0.66,0.0,0.581,0.0,GSM8K-Lite
mistralai/mistral-large-2407,1,0.048,0.0,0.96,0.0,0.912,0.0,GSM8K-Lite
mistralai/mixtral-8x22b,1,0.0,0.0,0.8,0.0,0.8,0.0,GSM8K-Lite
mistralai/open-mistral-nemo-2407,1,0.038,0.0,0.82,0.0,0.782,0.0,GSM8K-Lite
openai/gpt-3.5-turbo-0613,1,0.001,0.0,0.5,0.0,0.501,0.0,GSM8K-Lite
openai/gpt-4-1106-preview,1,0.028,0.0,0.64,0.0,0.668,0.0,GSM8K-Lite
openai/gpt-4o-2024-05-13,1,0.035,0.0,0.94,0.0,0.905,0.0,GSM8K-Lite
qwen/qwen1.5-32b,1,0.007,0.0,0.78,0.0,0.773,0.0,GSM8K-Lite
qwen/qwen2.5-7b-instruct-turbo,1,0.01,0.0,0.84,0.0,0.83,0.0,GSM8K-Lite
tiiuae/falcon-40b,1,0.007,0.0,0.26,0.0,0.267,0.0,GSM8K-Lite
writer/palmyra-x-v3,1,0.009,0.0,0.84,0.0,0.831,0.0,GSM8K-Lite
01-ai/yi-6b,1,0.0353,0.0,0.2747,0.0,0.31,0.0,NaturalQA
AlephAlpha/luminous-extended,1,0.1015,0.0,0.1514,0.0,0.2529,0.0,NaturalQA
ai21/jamba-instruct,1,0.0115,0.0,0.3951,0.0,0.3836,0.0,NaturalQA
anthropic/claude-instant-1.2,1,0.0519,0.0,0.2913,0.0,0.3432,0.0,NaturalQA
cohere/command-light,1,0.0853,0.0,0.1099,0.0,0.1951,0.0,NaturalQA
cohere/command-r-plus,1,0.0773,0.0,0.2659,0.0,0.3432,0.0,NaturalQA
cohere/command,1,0.0718,0.0,0.3193,0.0,0.3911,0.0,NaturalQA
google/gemini-1.0-pro-002,1,0.0007,0.0,0.3913,0.0,0.3906,0.0,NaturalQA
google/gemini-1.5-pro-002,1,0.0412,0.0,0.4143,0.0,0.4555,0.0,NaturalQA
google/gemini-2.0-flash-exp,1,0.0881,0.0,0.355,0.0,0.4431,0.0,NaturalQA
meta/llama-3.2-90b-vision-instruct-turbo,1,0.0211,0.0,0.4357,0.0,0.4568,0.0,NaturalQA
microsoft/phi-2,1,0.0742,0.0,0.081,0.0,0.1552,0.0,NaturalQA
mistralai/mistral-large-2407,1,0.0122,0.0,0.4405,0.0,0.4527,0.0,NaturalQA
mistralai/mixtral-8x22b,1,0.0449,0.0,0.4327,0.0,0.4776,0.0,NaturalQA
mistralai/open-mistral-nemo-2407,1,0.1159,0.0,0.1489,0.0,0.2648,0.0,NaturalQA
openai/gpt-3.5-turbo-0613,1,0.0048,0.0,0.3298,0.0,0.3346,0.0,NaturalQA
openai/gpt-4-1106-preview,1,0.0397,0.0,0.395,0.0,0.4347,0.0,NaturalQA
openai/gpt-4o-2024-05-13,1,0.027,0.0,0.5283,0.0,0.5013,0.0,NaturalQA
qwen/qwen1.5-32b,1,0.1402,0.0,0.2132,0.0,0.3534,0.0,NaturalQA
qwen/qwen2.5-7b-instruct-turbo,1,0.1455,0.0,0.0595,0.0,0.2051,0.0,NaturalQA
tiiuae/falcon-40b,1,0.096,0.0,0.2964,0.0,0.3924,0.0,NaturalQA
writer/palmyra-x-v3,1,0.0138,0.0,0.3934,0.0,0.4072,0.0,NaturalQA
