model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
AlephAlpha/luminous-base,1,0.0986,0.0,0.4851,0.0,0.5837,0.0,NarrativeQA-Classic
ai21/j1-grande-v2-beta,1,0.0183,0.0,0.7393,0.0,0.721,0.0,NarrativeQA-Classic
ai21/j1-jumbo,1,0.086,0.0,0.7797,0.0,0.6938,0.0,NarrativeQA-Classic
anthropic/stanford-online-all-v4-s3,1,0.057,0.0,0.8094,0.0,0.7524,0.0,NarrativeQA-Classic
cohere/command-xlarge-beta,1,0.066,0.0,0.8135,0.0,0.7475,0.0,NarrativeQA-Classic
cohere/xlarge-20221108,1,0.0534,0.0,0.6696,0.0,0.6162,0.0,NarrativeQA-Classic
lmsys/vicuna-13b-v1.3,1,0.0524,0.0,0.7545,0.0,0.702,0.0,NarrativeQA-Classic
meta/llama-7b,1,0.0631,0.0,0.6212,0.0,0.6843,0.0,NarrativeQA-Classic
microsoft/TNLGv2_530B,1,0.0708,0.0,0.7629,0.0,0.6921,0.0,NarrativeQA-Classic
mistralai/mistral-7b-v0.1,1,0.0031,0.0,0.7287,0.0,0.7318,0.0,NarrativeQA-Classic
openai/text-babbage-001,1,0.0448,0.0,0.4586,0.0,0.4138,0.0,NarrativeQA-Classic
stanford/alpaca-7b,1,0.0533,0.0,0.4575,0.0,0.4042,0.0,NarrativeQA-Classic
together/bloom,1,0.0049,0.0,0.6512,0.0,0.6463,0.0,NarrativeQA-Classic
together/opt-175b,1,0.0213,0.0,0.6819,0.0,0.6606,0.0,NarrativeQA-Classic
together/redpajama-incite-instruct-3b-v1,1,0.0182,0.0,0.6323,0.0,0.6505,0.0,NarrativeQA-Classic
together/yalm,1,0.0656,0.0,0.1557,0.0,0.2213,0.0,NarrativeQA-Classic
AlephAlpha/luminous-base,1,0.0125,0.0,0.72,0.0,0.7075,0.0,EntityDataImputation
ai21/j1-grande-v2-beta,1,0.0089,0.0,0.76,0.0,0.7689,0.0,EntityDataImputation
ai21/j1-jumbo,1,0.0477,0.0,0.76,0.0,0.7123,0.0,EntityDataImputation
ai21/j2-large,1,0.003,0.0,0.72,0.0,0.717,0.0,EntityDataImputation
anthropic/stanford-online-all-v4-s3,1,0.0759,0.0,0.8,0.0,0.7241,0.0,EntityDataImputation
cohere/command-xlarge-beta,1,0.0182,0.0,0.72,0.0,0.7382,0.0,EntityDataImputation
cohere/xlarge-20221108,1,0.1041,0.0,0.88,0.0,0.7759,0.0,EntityDataImputation
lmsys/vicuna-13b-v1.3,1,0.0454,0.0,0.76,0.0,0.7146,0.0,EntityDataImputation
meta/llama-7b,1,0.0302,0.0,0.8,0.0,0.8302,0.0,EntityDataImputation
microsoft/TNLGv2_530B,1,0.0475,0.0,0.84,0.0,0.7925,0.0,EntityDataImputation
mistralai/mistral-7b-v0.1,1,0.0405,0.0,0.84,0.0,0.7995,0.0,EntityDataImputation
openai/text-babbage-001,1,0.116,0.0,0.8,0.0,0.684,0.0,EntityDataImputation
stanford/alpaca-7b,1,0.0111,0.0,0.72,0.0,0.7311,0.0,EntityDataImputation
together/bloom,1,0.0431,0.0,0.72,0.0,0.6769,0.0,EntityDataImputation
together/opt-175b,1,0.0054,0.0,0.72,0.0,0.7146,0.0,EntityDataImputation
together/redpajama-incite-instruct-3b-v1,1,0.0218,0.0,0.76,0.0,0.7382,0.0,EntityDataImputation
together/yalm,1,0.0226,0.0,0.4,0.0,0.3774,0.0,EntityDataImputation
AlephAlpha/luminous-base,1,0.0293,0.0,0.2059,0.0,0.1766,0.0,NaturalQA-Classic
ai21/j1-grande-v2-beta,1,0.079,0.0,0.1958,0.0,0.2748,0.0,NaturalQA-Classic
ai21/j1-jumbo,1,0.0769,0.0,0.1702,0.0,0.2471,0.0,NaturalQA-Classic
ai21/j2-large,1,0.0392,0.0,0.1932,0.0,0.2324,0.0,NaturalQA-Classic
anthropic/stanford-online-all-v4-s3,1,0.0192,0.0,0.2219,0.0,0.2411,0.0,NaturalQA-Classic
cohere/command-xlarge-beta,1,0.0404,0.0,0.3596,0.0,0.3191,0.0,NaturalQA-Classic
cohere/xlarge-20221108,1,0.0272,0.0,0.2964,0.0,0.3237,0.0,NaturalQA-Classic
