model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
01-ai/yi-34b,1,0.0266,0.0,0.8169,0.0,0.7903,0.0,NarrativeQA
anthropic/claude-3-haiku-20240307,1,0.0048,0.0,0.2372,0.0,0.242,0.0,NarrativeQA
anthropic/claude-3-sonnet-20240229,1,0.0019,0.0,0.1192,0.0,0.1173,0.0,NarrativeQA
anthropic/claude-v1.3,1,0.0105,0.0,0.7242,0.0,0.7346,0.0,NarrativeQA
cohere/command-r,1,0.0036,0.0,0.7365,0.0,0.7329,0.0,NarrativeQA
deepseek-ai/deepseek-llm-67b-chat,1,0.0076,0.0,0.5849,0.0,0.5925,0.0,NarrativeQA
google/gemma-2-27b-it,1,0.0018,0.0,0.7936,0.0,0.7918,0.0,NarrativeQA
meta/llama-3.1-405b-instruct-turbo,1,0.0381,0.0,0.714,0.0,0.7521,0.0,NarrativeQA
meta/llama-3.1-70b-instruct-turbo,1,0.0137,0.0,0.7614,0.0,0.7751,0.0,NarrativeQA
meta/llama-3.1-8b-instruct-turbo,1,0.0006,0.0,0.7625,0.0,0.7619,0.0,NarrativeQA
meta/llama-3.2-11b-vision-instruct-turbo,1,0.0057,0.0,0.7682,0.0,0.7625,0.0,NarrativeQA
meta/llama-3.2-90b-vision-instruct-turbo,1,0.0144,0.0,0.7643,0.0,0.7787,0.0,NarrativeQA
microsoft/phi-2,1,0.0498,0.0,0.6705,0.0,0.7202,0.0,NarrativeQA
mistralai/mixtral-8x7b-32kseqlen,1,0.0122,0.0,0.7864,0.0,0.7742,0.0,NarrativeQA
mistralai/open-mistral-nemo-2407,1,0.0199,0.0,0.7601,0.0,0.7402,0.0,NarrativeQA
openai/gpt-4o-2024-08-06,1,0.0056,0.0,0.807,0.0,0.8014,0.0,NarrativeQA
openai/text-davinci-002,1,0.0374,0.0,0.6999,0.0,0.7373,0.0,NarrativeQA
qwen/qwen2.5-72b-instruct-turbo,1,0.0354,0.0,0.7216,0.0,0.757,0.0,NarrativeQA
qwen/qwen2.5-7b-instruct-turbo,1,0.0082,0.0,0.7487,0.0,0.7405,0.0,NarrativeQA
snowflake/snowflake-arctic-instruct,1,0.045,0.0,0.6053,0.0,0.6503,0.0,NarrativeQA
tiiuae/falcon-7b,1,0.0069,0.0,0.626,0.0,0.633,0.0,NarrativeQA
writer/palmyra-x-v2,1,0.0091,0.0,0.7736,0.0,0.7645,0.0,NarrativeQA
