model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
AlephAlpha/luminous-extended,10,0.07181603773584906,0.03637722882228512,0.74,0.08049844718999241,0.7409198113207547,0.0
AlephAlpha/luminous-supreme,10,0.0510377358490566,0.043160475306621496,0.752,0.0664529909033446,0.7448113207547171,1.1102230246251565e-16
ai21/j1-grande,10,0.08418867924528302,0.054502429064592205,0.788,0.0996794863550169,0.7990566037735849,0.0
ai21/j1-large,10,0.06497641509433963,0.03403125853526093,0.796,0.07031358332498779,0.7751179245283019,0.0
ai21/j2-grande,10,0.068,0.05894770839202063,0.74,0.08988882021697693,0.7443396226415093,1.1102230246251565e-16
ai21/j2-jumbo,10,0.07868396226415095,0.047500356934073285,0.364,0.0902441133814278,0.34658018867924534,5.551115123125783e-17
cohere/command-medium-beta,10,0.059999999999999984,0.051599358232684626,0.348,0.07599999999999998,0.32594339622641505,5.551115123125783e-17
cohere/large-20220720,10,0.055792452830188674,0.03159854082277963,0.26400000000000007,0.05986651818838307,0.2410377358490566,0.0
cohere/medium-20220720,10,0.056000000000000015,0.028045442340292232,0.22400000000000003,0.062481997407253236,0.2196933962264151,0.0
cohere/medium-20221108,10,0.06066037735849057,0.03914046233882309,0.788,0.07166589146867565,0.7966981132075472,1.1102230246251565e-16
cohere/small-20220720,10,0.044613207547169784,0.027727320678939633,0.788,0.050754310161798086,0.8015330188679245,0.0
cohere/xlarge-20220609,10,0.05644339622641511,0.031793764669760506,0.296,0.062481997407253236,0.27889150943396224,0.0
eleutherai/pythia-12b-v0,10,0.09122169811320756,0.02891057091645818,0.728,0.09260669522232183,0.7038915094339623,0.0
eleutherai/pythia-6.9b,10,0.0557547169811321,0.04295120982899429,0.532,0.06705221845696084,0.5106132075471698,0.0
lmsys/vicuna-13b-v1.3,10,0.04000000000000002,0.02029926126759219,0.5040000000000001,0.0445421149026402,0.4987028301886792,0.0
meta/llama-13b,10,0.07742452830188681,0.03703771181959833,0.4680000000000001,0.07386474125047757,0.4242924528301887,0.0
meta/llama-2-13b,10,0.08000000000000002,0.06156243104782599,0.5599999999999999,0.09633275663033837,0.5298349056603773,1.1102230246251565e-16
meta/llama-2-70b,10,0.08975000000000002,0.05629387178015028,0.592,0.09431860898041276,0.54375,0.0
meta/llama-2-7b,10,0.040127358490566076,0.03577749063146626,0.784,0.04800000000000001,0.7597877358490566,0.0
meta/llama-30b,10,0.07398113207547172,0.03884660181748346,0.8240000000000001,0.0783836717690617,0.7950471698113207,0.0
meta/llama-65b,10,0.05629245283018869,0.042666941457976885,0.596,0.07031358332498779,0.5892688679245283,0.0
meta/llama-7b,10,0.07400471698113209,0.052170097921352715,0.404,0.08089499366462674,0.3633254716981132,0.0
mistralai/mistral-7b-v0.1,10,0.08004716981132079,0.05381232570874824,0.5640000000000001,0.09541488353501251,0.5498820754716982,1.1102230246251565e-16
mosaicml/mpt-instruct-30b,10,0.06541037735849058,0.034327561120391134,0.348,0.07386474125047755,0.34705188679245286,0.0
openai/ada,10,0.06658490566037736,0.045952229788883026,0.768,0.0795989949685296,0.7535377358490567,1.1102230246251565e-16
openai/babbage,10,0.056830188679245316,0.04164102640545354,0.5479999999999999,0.06939740629158991,0.5358490566037737,1.1102230246251565e-16
openai/curie,10,0.0970188679245283,0.046187569354034536,0.44000000000000006,0.10733126291998991,0.4349056603773585,0.0
openai/davinci,10,0.06550943396226416,0.04898323977207801,0.2840000000000001,0.07255342858886822,0.24622641509433957,5.551115123125783e-17
openai/gpt-3.5-turbo-0301,10,0.08294811320754716,0.07089677562900039,0.6439999999999999,0.108,0.6284198113207548,0.0
openai/gpt-3.5-turbo-0613,10,0.06100000000000003,0.039815198103236873,0.6439999999999999,0.07255342858886822,0.6375,0.0
openai/text-ada-001,10,0.05207075471698115,0.03596341739226735,0.8200000000000001,0.06000000000000001,0.7998820754716982,1.1102230246251565e-16
openai/text-curie-001,10,0.08529716981132074,0.05101097369706101,0.712,0.0976524449258696,0.6935141509433962,0.0
