model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
AlephAlpha/luminous-extended,10,0.042666666666666665,0.01866666666666664,0.6826666666666668,0.04533333333333333,0.6719999999999999,1.1102230246251565e-16
AlephAlpha/luminous-supreme,10,0.03333333333333334,0.021134489978863132,0.7386666666666667,0.03780652501002086,0.75,0.0
ai21/j1-grande,10,0.04733333333333332,0.03268706845901673,0.7053333333333333,0.05733333333333333,0.71,0.0
ai21/j1-large,10,0.04399999999999999,0.03351948023993742,0.404,0.05531324936717743,0.404,0.0
ai21/j2-grande,10,0.020000000000000007,0.00933333333333333,0.54,0.02170509412813295,0.5359999999999999,1.1102230246251565e-16
ai21/j2-jumbo,10,0.04000000000000002,0.018856180831641266,0.752,0.04349201714746693,0.744,0.0
cohere/command-medium-beta,10,0.04773333333333334,0.018250601207753264,0.36666666666666664,0.04184627953726725,0.396,0.0
cohere/large-20220720,10,0.029733333333333334,0.019729729400633493,0.592,0.028095076674273974,0.614,0.0
cohere/medium-20220720,10,0.03573333333333334,0.029386618269772607,0.5813333333333335,0.044301993935563055,0.5679999999999998,1.1102230246251565e-16
cohere/medium-20221108,10,0.03786666666666665,0.021058226157226276,0.3973333333333333,0.034149995932975186,0.42400000000000004,5.551115123125783e-17
cohere/small-20220720,10,0.042666666666666665,0.047999999999999994,0.3306666666666667,0.0571314274283428,0.36,0.0
cohere/xlarge-20220609,10,0.044,0.028472208672083475,0.6133333333333334,0.05198290317231446,0.62,0.0
eleutherai/pythia-12b-v0,10,0.02613333333333333,0.017942624606722867,0.8146666666666667,0.026964997888208924,0.798,0.0
eleutherai/pythia-6.9b,10,0.030666666666666665,0.019413626371414732,0.6466666666666667,0.035901098714230036,0.652,0.0
lmsys/vicuna-7b-v1.3,10,0.055999999999999994,0.031728010758108764,0.6186666666666667,0.06427717756370105,0.622,0.0
meta/llama-13b,10,0.037466666666666634,0.04156152066515374,0.6813333333333332,0.05576139644353728,0.686,0.0
meta/llama-2-13b,10,0.05333333333333332,0.037900454409471714,0.6346666666666666,0.0645531649968544,0.6239999999999999,1.1102230246251565e-16
meta/llama-2-70b,10,0.020000000000000018,0.011794537341969396,0.7506666666666666,0.021540659228538022,0.742,0.0
meta/llama-2-7b,10,0.027066666666666673,0.0250567356213853,0.668,0.03550273854851826,0.6580000000000001,1.1102230246251565e-16
