model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
AlephAlpha/luminous-extended,10,0.03840000000000001,0.02566658008643404,0.6693333333333334,0.04611097724210821,0.6719999999999999,1.1102230246251565e-16
AlephAlpha/luminous-supreme,10,0.03133333333333336,0.029484459183327965,0.7346666666666666,0.04019950248448357,0.75,0.0
ai21/j1-grande,10,0.020666666666666632,0.02048305532764962,0.6986666666666667,0.026799668322989034,0.71,0.0
ai21/j1-large,10,0.03653333333333334,0.0289133571593169,0.42400000000000004,0.042079290234825345,0.404,0.0
ai21/j2-grande,10,0.038400000000000024,0.028923193307640004,0.5146666666666666,0.043081318457076044,0.5359999999999999,1.1102230246251565e-16
ai21/j2-jumbo,10,0.03706666666666668,0.029609608050240863,0.7506666666666667,0.04697043987682277,0.744,0.0
cohere/command-medium-beta,10,0.047733333333333336,0.043315073075726844,0.364,0.05595236068895276,0.396,0.0
cohere/large-20220720,10,0.06146666666666667,0.04468238529393383,0.6026666666666667,0.0751413482858953,0.614,0.0
cohere/medium-20220720,10,0.05306666666666667,0.028283014140803458,0.5746666666666667,0.05976249288270658,0.5679999999999998,1.1102230246251565e-16
cohere/medium-20221108,10,0.03466666666666666,0.01250777535952915,0.42666666666666664,0.036757463338907254,0.42400000000000004,5.551115123125783e-17
cohere/small-20220720,10,0.036,0.02669997919266772,0.35866666666666663,0.044800793643763846,0.36,0.0
cohere/xlarge-20220609,10,0.06000000000000001,0.031552425509864625,0.6333333333333333,0.06646636576327744,0.62,0.0
eleutherai/pythia-12b-v0,10,0.03986666666666665,0.03296435785646201,0.8146666666666667,0.04897164712588522,0.798,0.0
eleutherai/pythia-6.9b,10,0.028266666666666662,0.02229339712909531,0.6653333333333332,0.033439829877291875,0.652,0.0
lmsys/vicuna-7b-v1.3,10,0.03506666666666668,0.028520869551961404,0.6013333333333334,0.04019950248448356,0.622,0.0
meta/llama-13b,10,0.05493333333333332,0.028403755620222734,0.6946666666666665,0.06123180001709353,0.686,0.0
meta/llama-2-13b,10,0.03786666666666667,0.02054545096987543,0.6266666666666667,0.042998707990925596,0.6239999999999999,1.1102230246251565e-16
meta/llama-2-70b,10,0.04093333333333334,0.03684827751137838,0.7493333333333333,0.054585305307889916,0.742,0.0
meta/llama-2-7b,10,0.05026666666666667,0.037617017425628,0.6466666666666667,0.061752192943516866,0.6580000000000001,1.1102230246251565e-16
meta/llama-30b,10,0.031866666666666654,0.02483867951401607,0.704,0.04035398920112416,0.7059999999999998,1.1102230246251565e-16
meta/llama-65b,10,0.05733333333333333,0.035080858978460965,0.6653333333333332,0.06544208635630948,0.6500000000000001,1.1102230246251565e-16
microsoft/TNLGv2_7B,10,0.031466666666666664,0.020441352423185913,0.5439999999999999,0.03666060555964672,0.5359999999999999,1.1102230246251565e-16
mosaicml/mpt-30b,10,0.047066666666666666,0.04329044030986775,0.6133333333333335,0.06051629716218783,0.6340000000000001,1.1102230246251565e-16
mosaicml/mpt-instruct-30b,10,0.053599999999999995,0.042624145478563844,0.6013333333333334,0.06462197768561402,0.6239999999999999,1.1102230246251565e-16
openai/ada,10,0.033066666666666675,0.026296091809324906,0.37866666666666665,0.04008879034232776,0.392,0.0
openai/babbage,10,0.05946666666666668,0.03905756435485108,0.476,0.050614007722939496,0.526,0.0
openai/code-cushman-001,10,0.048,0.0384649912980044,0.45600000000000007,0.05744175794276804,0.4779999999999999,5.551115123125783e-17
openai/code-davinci-002,10,0.034666666666666665,0.018000000000000013,0.8240000000000001,0.03900997023554078,0.8219999999999998,1.1102230246251565e-16
openai/curie,10,0.03613333333333334,0.024759824088407587,0.4786666666666667,0.039305074594623124,0.49800000000000005,5.551115123125783e-17
openai/davinci,10,0.05919999999999999,0.0399252635140542,0.6853333333333333,0.07060374557265987,0.696,0.0
openai/gpt-3.5-turbo-0301,10,0.04373333333333333,0.029002988351777347,0.14533333333333331,0.045195870017808774,0.172,0.0
openai/gpt-3.5-turbo-0613,10,0.006666666666666668,0.00447213595499958,0.010666666666666668,0.008,0.009999999999999998,1.734723475976807e-18
openai/text-ada-001,10,0.0344,0.015179518364486331,0.13466666666666666,0.029484459183327975,0.15799999999999997,2.7755575615628914e-17
openai/text-curie-001,10,0.04133333333333335,0.034724311048281116,0.41200000000000003,0.05213657278937908,0.426,0.0
openai/text-davinci-002,10,0.030133333333333345,0.022439647452172175,0.6066666666666667,0.03333333333333333,0.6239999999999999,1.1102230246251565e-16
openai/text-davinci-003,10,0.03866666666666665,0.0276164202362773,0.7666666666666667,0.047046076705006254,0.76,0.0
tiiuae/falcon-40b-instruct,10,0.024533333333333344,0.019342066992841165,0.36666666666666664,0.031126980079810018,0.364,0.0
tiiuae/falcon-40b,10,0.025600000000000005,0.024022581968731933,0.5293333333333334,0.034794635601866374,0.534,0.0
tiiuae/falcon-7b-instruct,10,0.027733333333333332,0.01745393938341714,0.192,0.032768548606518684,0.192,0.0
tiiuae/falcon-7b,10,0.025866666666666666,0.015312449546402134,0.44266666666666665,0.02585429257288708,0.458,0.0
together/glm,10,0.04426666666666668,0.020033749302392493,0.5119999999999999,0.04224794538067963,0.5359999999999999,1.1102230246251565e-16
