model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
AlephAlpha/luminous-base,10,0.0321914393579907,0.022456911353560306,0.5723653681147219,0.03756942203595487,0.5837293534792483,1.1102230246251565e-16,NarrativeQA-Classic
ai21/j1-grande-v2-beta,10,0.031654104659442975,0.020847502046574783,0.7144512003261998,0.03733015345988156,0.7210132370553414,1.1102230246251565e-16,NarrativeQA-Classic
ai21/j1-jumbo,10,0.04102690117879241,0.02171604936488455,0.698387780993911,0.046188156976964836,0.6937566282838662,0.0,NarrativeQA-Classic
anthropic/stanford-online-all-v4-s3,10,0.033422454394590614,0.019712625784457066,0.7527213369889908,0.03880125151788965,0.7523882398229909,1.1102230246251565e-16,NarrativeQA-Classic
cohere/command-xlarge-beta,10,0.02714241568544279,0.015229326596530493,0.747957389856508,0.031119428228048057,0.7474837818070331,0.0,NarrativeQA-Classic
cohere/xlarge-20221108,10,0.039787074559592815,0.020351065658715407,0.6043192121447613,0.04308078315703159,0.6162029530554662,1.1102230246251565e-16,NarrativeQA-Classic
lmsys/vicuna-13b-v1.3,10,0.026366647545289612,0.022892432653885606,0.7050524431626666,0.03478627758467902,0.7020228446097436,0.0,NarrativeQA-Classic
meta/llama-7b,10,0.029905691958976223,0.017784130058628684,0.680936751389903,0.03463011985757882,0.6843102498910322,0.0,NarrativeQA-Classic
microsoft/TNLGv2_530B,10,0.03388329810540578,0.024629131931614538,0.6873283670220471,0.04161709349693918,0.6920917228844294,1.1102230246251565e-16,NarrativeQA-Classic
mistralai/mistral-7b-v0.1,10,0.021890167452979892,0.01701553237071021,0.7355597034650482,0.027476187136158806,0.7318493243150195,1.1102230246251565e-16,NarrativeQA-Classic
openai/text-babbage-001,10,0.03433223906659861,0.02681949105813228,0.408707586694628,0.04326999142548571,0.41377666767461924,5.551115123125783e-17,NarrativeQA-Classic
stanford/alpaca-7b,10,0.03525202833834211,0.018035490509630783,0.4108041095958714,0.03904078907891153,0.40418586149035296,5.551115123125783e-17,NarrativeQA-Classic
together/bloom,10,0.03119858217301068,0.016452870569056505,0.6351559644504199,0.03346164942557472,0.646307937248457,0.0,NarrativeQA-Classic
