model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
AlephAlpha/luminous-base,10,0.03840000000000001,0.016044936896105255,0.5279999999999999,0.041424630354415966,0.524,0.0,DyckLanguage
ai21/j1-grande-v2-beta,10,0.024400000000000012,0.01551257554373225,0.65,0.028284271247461912,0.644,0.0,DyckLanguage
ai21/j1-jumbo,10,0.03279999999999999,0.021357902518740007,0.48200000000000004,0.03655133376499414,0.4680000000000001,5.551115123125783e-17,DyckLanguage
ai21/j2-large,10,0.01759999999999997,0.016438978070427587,0.5619999999999999,0.02088061301782107,0.574,0.0,DyckLanguage
anthropic/stanford-online-all-v4-s3,10,0.026000000000000002,0.016248076809271917,0.8480000000000001,0.030594117081556706,0.85,0.0,DyckLanguage
cohere/command-xlarge-beta,10,0.03480000000000001,0.023344378338263794,0.44000000000000006,0.039496835316263,0.454,0.0,DyckLanguage
cohere/xlarge-20221108,10,0.029400000000000016,0.02301390883791799,0.595,0.037215588131856804,0.598,0.0,DyckLanguage
lmsys/vicuna-7b-v1.3,10,0.04140000000000001,0.01876272901259301,0.617,0.045177427992306084,0.622,0.0,DyckLanguage
microsoft/TNLGv2_530B,10,0.03260000000000002,0.019267589366602157,0.7649999999999999,0.0355668384875575,0.7780000000000001,1.1102230246251565e-16,DyckLanguage
microsoft/TNLGv2_7B,10,0.05619999999999999,0.02883678206735281,0.523,0.061814237842102354,0.5359999999999999,1.1102230246251565e-16,DyckLanguage
mosaicml/mpt-30b,10,0.034199999999999994,0.030205297548608907,0.623,0.04428317965096904,0.6340000000000001,1.1102230246251565e-16,DyckLanguage
openai/text-babbage-001,10,0.032999999999999995,0.019313207915827975,0.21700000000000003,0.03716180835212409,0.20800000000000002,2.7755575615628914e-17,DyckLanguage
openai/text-davinci-003,10,0.02300000000000002,0.016155494421403526,0.761,0.0280891438103763,0.76,0.0,DyckLanguage
together/bloom,10,0.047,0.029206163733020443,0.547,0.05197114584074512,0.5280000000000001,1.1102230246251565e-16,DyckLanguage
together/opt-175b,10,0.0408,0.023481056194302654,0.53,0.044944410108488465,0.516,0.0,DyckLanguage
together/redpajama-incite-base-3b-v1,10,0.031999999999999994,0.020396078054371127,0.53,0.03794733192202054,0.53,0.0,DyckLanguage
writer/palmyra-x,10,0.03899999999999999,0.02707397274136176,0.5850000000000001,0.04566180022732349,0.598,0.0,DyckLanguage
AlephAlpha/luminous-base,10,0.011600000000000001,0.009297311439335567,0.035,0.013601470508735444,0.029000000000000005,3.469446951953614e-18,GSM8K-Classic
ai21/j1-grande-v2-beta,10,0.0174,0.009961927524329816,0.083,0.020024984394500785,0.08199999999999999,1.3877787807814457e-17,GSM8K-Classic
ai21/j1-jumbo,10,0.020999999999999998,0.009433981132056605,0.051000000000000004,0.023000000000000003,0.052000000000000005,6.938893903907228e-18,GSM8K-Classic
ai21/j2-large,10,0.009999999999999998,0.010954451150103324,0.024,0.014282856857085701,0.019999999999999997,3.469446951953614e-18,GSM8K-Classic
anthropic/stanford-online-all-v4-s3,10,0.031,0.02433105012119288,0.15899999999999997,0.03858756276314947,0.151,0.0,GSM8K-Classic
cohere/command-xlarge-beta,10,0.020000000000000004,0.010246950765959596,0.126,0.022449944320643647,0.127,0.0,GSM8K-Classic
cohere/xlarge-20221108,10,0.019999999999999997,0.010049875621120889,0.08800000000000001,0.02181742422927143,0.08299999999999999,1.3877787807814457e-17,GSM8K-Classic
lmsys/vicuna-7b-v1.3,10,0.021,0.012206555615733701,0.137,0.0241039415863879,0.13399999999999998,2.7755575615628914e-17,GSM8K-Classic
microsoft/TNLGv2_530B,10,0.020000000000000004,0.017320508075688773,0.13800000000000004,0.026381811916545844,0.13600000000000004,2.7755575615628914e-17,GSM8K-Classic
