model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
ai21/j1-grande-v2-beta,10,0.035713107849669676,0.026296035838550978,0.2426327168570246,0.042668014638961534,0.25473015873015875,0.0,MS MARCO
ai21/j1-jumbo,10,0.03717734850390679,0.025780198337947726,0.1944556032855046,0.044970375325022835,0.19939920634920633,0.0,MS MARCO
ai21/j2-large,10,0.034232526501100126,0.0268679793037517,0.22910263707640816,0.042853164679908455,0.22152896825396823,2.7755575615628914e-17,MS MARCO
anthropic/stanford-online-all-v4-s3,10,0.03081403271040733,0.022054275354434084,0.37336033280946695,0.03778906561962962,0.37616785714285716,0.0,MS MARCO
cohere/command-xlarge-beta,10,0.033311782013360214,0.02356858904468485,0.45504402530245425,0.036870790730100064,0.4725282468007091,0.0,MS MARCO
cohere/xlarge-20221108,10,0.025299794662891072,0.01599471120057031,0.23306023445716625,0.02942216593523187,0.23855992063492062,0.0,MS MARCO
microsoft/TNLGv2_530B,10,0.045275414578118525,0.023265164363979414,0.3157940945967098,0.04849109808255323,0.3312777777777778,0.0,MS MARCO
microsoft/TNLGv2_7B,10,0.027677313074253973,0.016816984791152755,0.10476474564562618,0.03223978964666811,0.10783730158730158,0.0,MS MARCO
openai/text-babbage-001,10,0.03774354150728175,0.024170354177153137,0.1509067986287727,0.035600706714603934,0.17813492063492067,2.7755575615628914e-17,MS MARCO
openai/text-davinci-003,10,0.03746391065364078,0.02379068813913818,0.3473542158606097,0.04319450630338105,0.35754126984126977,5.551115123125783e-17,MS MARCO
together/bloom,10,0.0377026413657544,0.030519133330650105,0.17014743799932494,0.03898190423588731,0.19901468253968252,0.0,MS MARCO
together/opt-175b,10,0.0280127604614449,0.023134963037748677,0.22007426051073997,0.03107470636766118,0.23889722222222218,2.7755575615628914e-17,MS MARCO
AlephAlpha/luminous-base,10,0.056999999999999995,0.04142463035441595,0.45,0.06587867636800243,0.4749999999999999,5.551115123125783e-17,RAFT
ai21/j1-grande-v2-beta,10,0.05609090909090908,0.033185678480307575,0.688,0.06462197768561405,0.6795454545454546,0.0,RAFT
ai21/j1-jumbo,10,0.06554545454545455,0.032971813657543446,0.6679999999999999,0.07166589146867566,0.6522727272727272,0.0,RAFT
ai21/j2-large,10,0.04354545454545454,0.037057471559013684,0.5980000000000001,0.05546169849544819,0.5840909090909091,0.0,RAFT
anthropic/stanford-online-all-v4-s3,10,0.03581818181818179,0.030206452159532368,0.6819999999999999,0.046,0.690909090909091,1.1102230246251565e-16,RAFT
cohere/command-xlarge-beta,10,0.05800000000000003,0.04726888096240505,0.61,0.07280109889280521,0.6272727272727272,1.1102230246251565e-16,RAFT
cohere/xlarge-20221108,10,0.04200000000000001,0.04275202377888189,0.5940000000000001,0.058,0.6090909090909091,0.0,RAFT
lmsys/vicuna-7b-v1.3,10,0.04799999999999999,0.03914805548087777,0.676,0.06183849933496122,0.6795454545454546,0.0,RAFT
microsoft/TNLGv2_530B,10,0.0550909090909091,0.05408930478904292,0.65,0.07707139547199078,0.6545454545454545,0.0,RAFT
