model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
AlephAlpha/luminous-extended,1,0.0278,0.0,0.1849,0.0,0.2127,0.0
AlephAlpha/luminous-supreme,1,0.0087,0.0,0.2409,0.0,0.2496,0.0
ai21/j1-grande,1,0.032,0.0,0.1691,0.0,0.2011,0.0
ai21/j1-large,1,0.0383,0.0,0.1147,0.0,0.153,0.0
ai21/j2-grande,1,0.0321,0.0,0.3267,0.0,0.2947,0.0
ai21/j2-jumbo,1,0.0359,0.0,0.3779,0.0,0.3421,0.0
cohere/command-medium-beta,1,0.005,0.0,0.2005,0.0,0.1955,0.0
cohere/large-20220720,1,0.0617,0.0,0.1372,0.0,0.1988,0.0
cohere/medium-20220720,1,0.0254,0.0,0.1062,0.0,0.1316,0.0
cohere/medium-20221108,1,0.059,0.0,0.1101,0.0,0.1692,0.0
cohere/small-20220720,1,0.0165,0.0,0.0454,0.0,0.0619,0.0
cohere/xlarge-20220609,1,0.055,0.0,0.2181,0.0,0.2731,0.0
eleutherai/pythia-12b-v0,1,0.019,0.0,0.1257,0.0,0.1448,0.0
eleutherai/pythia-6.9b,1,0.0234,0.0,0.0944,0.0,0.1178,0.0
lmsys/vicuna-13b-v1.3,1,0.0239,0.0,0.2576,0.0,0.2814,0.0
meta/llama-13b,1,0.0369,0.0,0.2571,0.0,0.294,0.0
meta/llama-2-13b,1,0.01,0.0,0.3317,0.0,0.3216,0.0
meta/llama-2-70b,1,0.0109,0.0,0.4262,0.0,0.4152,0.0
meta/llama-2-7b,1,0.034,0.0,0.2394,0.0,0.2733,0.0
meta/llama-30b,1,0.0065,0.0,0.3789,0.0,0.3724,0.0
meta/llama-65b,1,0.01,0.0,0.3815,0.0,0.3915,0.0
meta/llama-7b,1,0.0013,0.0,0.2524,0.0,0.2537,0.0
mistralai/mistral-7b-v0.1,1,0.0125,0.0,0.3295,0.0,0.3169,0.0
mosaicml/mpt-instruct-30b,1,0.012,0.0,0.2357,0.0,0.2476,0.0
openai/ada,1,0.0307,0.0,0.0348,0.0,0.0655,0.0
openai/babbage,1,0.0662,0.0,0.0306,0.0,0.0968,0.0
openai/curie,1,0.0457,0.0,0.1271,0.0,0.1727,0.0
openai/davinci,1,0.0366,0.0,0.2428,0.0,0.2795,0.0
openai/gpt-3.5-turbo-0301,1,0.0132,0.0,0.3232,0.0,0.3365,0.0
openai/gpt-3.5-turbo-0613,1,0.0152,0.0,0.3096,0.0,0.2943,0.0
openai/text-ada-001,1,0.0081,0.0,0.0152,0.0,0.0234,0.0
openai/text-curie-001,1,0.0427,0.0,0.091,0.0,0.1338,0.0
openai/text-davinci-002,1,0.0056,0.0,0.3111,0.0,0.3167,0.0
stanford/alpaca-7b,1,0.0194,0.0,0.2135,0.0,0.2329,0.0
tiiuae/falcon-40b,1,0.0216,0.0,0.3666,0.0,0.345,0.0
tiiuae/falcon-40b-instruct,1,0.0188,0.0,0.331,0.0,0.3498,0.0
tiiuae/falcon-7b,1,0.0066,0.0,0.2558,0.0,0.2492,0.0
tiiuae/falcon-7b-instruct,1,0.0539,0.0,0.1154,0.0,0.1693,0.0
together/glm,1,0.059,0.0,0.0606,0.0,0.1195,0.0
together/gpt-j-6b,1,0.0195,0.0,0.0993,0.0,0.1188,0.0
together/gpt-neox-20b,1,0.0025,0.0,0.1639,0.0,0.1614,0.0
together/opt-66b,1,0.0288,0.0,0.1964,0.0,0.2252,0.0
together/redpajama-incite-base-7b,1,0.0263,0.0,0.1798,0.0,0.206,0.0
together/redpajama-incite-instruct-3b-v1,1,0.0213,0.0,0.1476,0.0,0.1689,0.0
together/redpajama-incite-instruct-7b,1,0.003,0.0,0.1851,0.0,0.1821,0.0
together/t0pp,1,0.0062,0.0,0.0329,0.0,0.0391,0.0
together/t5-11b,1,0.013,0.0,0.1515,0.0,0.1645,0.0
together/ul2,1,0.0079,0.0,0.1683,0.0,0.1762,0.0
together/yalm,1,0.0092,0.0,0.0506,0.0,0.0598,0.0
writer/palmyra-instruct-30,1,0.0298,0.0,0.2517,0.0,0.2815,0.0
