model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
01-ai/yi-34b,1,0.0001,0.0,0.4435,0.0,0.4435,0.0
AlephAlpha/luminous-supreme,1,0.0511,0.0,0.2482,0.0,0.2992,0.0
allenai/olmo-7b,1,0.0524,0.0,0.2062,0.0,0.2586,0.0
anthropic/claude-3-haiku-20240307,1,0.0335,0.0,0.1102,0.0,0.1437,0.0
anthropic/claude-instant-1.2,1,0.0648,0.0,0.2784,0.0,0.3432,0.0
cohere/command-r-plus,1,0.1159,0.0,0.2273,0.0,0.3432,0.0
cohere/command-r,1,0.0201,0.0,0.3321,0.0,0.3522,0.0
deepseek-ai/deepseek-llm-67b-chat,1,0.0388,0.0,0.3733,0.0,0.4121,0.0
google/gemini-1.0-pro-002,1,0.0914,0.0,0.2991,0.0,0.3906,0.0
google/gemini-2.0-flash-exp,1,0.1137,0.0,0.3294,0.0,0.4431,0.0
meta/llama-2-13b,1,0.0067,0.0,0.3639,0.0,0.3706,0.0
meta/llama-3-8b,1,0.0198,0.0,0.3583,0.0,0.378,0.0
meta/llama-65b,1,0.1002,0.0,0.3324,0.0,0.4326,0.0
microsoft/phi-2,1,0.0308,0.0,0.1244,0.0,0.1552,0.0
mistralai/mistral-large-2402,1,0.0513,0.0,0.2598,0.0,0.3111,0.0
mistralai/mistral-medium-2312,1,0.0595,0.0,0.2302,0.0,0.2897,0.0
openai/gpt-4-0613,1,0.0389,0.0,0.418,0.0,0.4569,0.0
openai/gpt-4-1106-preview,1,0.0245,0.0,0.4102,0.0,0.4347,0.0
openai/gpt-4-turbo-2024-04-09,1,0.0531,0.0,0.429,0.0,0.4821,0.0
qwen/qwen1.5-14b,1,0.0884,0.0,0.212,0.0,0.3004,0.0
qwen/qwen1.5-32b,1,0.059,0.0,0.2944,0.0,0.3534,0.0
qwen/qwen2-72b-instruct,1,0.0621,0.0,0.3276,0.0,0.3897,0.0
