model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
AlephAlpha/luminous-base,1,0.0034,0.0,0.06,0.0,0.0566,0.0,MATH-Classic
ai21/j1-grande-v2-beta,1,0.0253,0.0,0.12,0.0,0.0947,0.0,MATH-Classic
ai21/j1-jumbo,1,0.032,0.0,0.02,0.0,0.052,0.0,MATH-Classic
ai21/j2-large,1,0.0084,0.0,0.05,0.0,0.0416,0.0,MATH-Classic
anthropic/stanford-online-all-v4-s3,1,0.0083,0.0,0.17,0.0,0.1617,0.0,MATH-Classic
cohere/command-xlarge-beta,1,0.0042,0.0,0.1,0.0,0.0958,0.0,MATH-Classic
cohere/xlarge-20221108,1,0.0028,0.0,0.1,0.0,0.1028,0.0,MATH-Classic
lmsys/vicuna-7b-v1.3,1,0.0289,0.0,0.06,0.0,0.0889,0.0,MATH-Classic
microsoft/TNLGv2_530B,1,0.0203,0.0,0.16,0.0,0.1397,0.0,MATH-Classic
microsoft/TNLGv2_7B,1,0.0193,0.0,0.02,0.0,0.0393,0.0,MATH-Classic
mosaicml/mpt-30b,1,0.0155,0.0,0.13,0.0,0.1455,0.0,MATH-Classic
openai/text-babbage-001,1,0.0085,0.0,0.02,0.0,0.0115,0.0,MATH-Classic
openai/text-davinci-003,1,0.0119,0.0,0.42,0.0,0.4319,0.0,MATH-Classic
together/bloom,1,0.0208,0.0,0.03,0.0,0.0508,0.0,MATH-Classic
together/opt-175b,1,0.0173,0.0,0.06,0.0,0.0427,0.0,MATH-Classic
together/redpajama-incite-base-3b-v1,1,0.0084,0.0,0.05,0.0,0.0416,0.0,MATH-Classic
writer/palmyra-x,1,0.0018,0.0,0.37,0.0,0.3718,0.0,MATH-Classic
AlephAlpha/luminous-base,1,0.0059,0.0,0.3241,0.0,0.33,0.0,QuAC
ai21/j1-grande-v2-beta,1,0.0337,0.0,0.4221,0.0,0.3883,0.0,QuAC
ai21/j1-jumbo,1,0.0337,0.0,0.3794,0.0,0.3456,0.0,QuAC
anthropic/stanford-online-all-v4-s3,1,0.0861,0.0,0.4973,0.0,0.4113,0.0,QuAC
cohere/command-xlarge-beta,1,0.004,0.0,0.4373,0.0,0.4333,0.0,QuAC
cohere/xlarge-20221108,1,0.0325,0.0,0.4106,0.0,0.3782,0.0,QuAC
lmsys/vicuna-7b-v1.3,1,0.0421,0.0,0.4393,0.0,0.3972,0.0,QuAC
microsoft/TNLGv2_530B,1,0.0283,0.0,0.4214,0.0,0.3931,0.0,QuAC
microsoft/TNLGv2_7B,1,0.0272,0.0,0.3639,0.0,0.3366,0.0,QuAC
mosaicml/mpt-30b,1,0.0273,0.0,0.4152,0.0,0.3879,0.0,QuAC
openai/text-babbage-001,1,0.0274,0.0,0.298,0.0,0.2706,0.0,QuAC
openai/text-davinci-003,1,0.035,0.0,0.5323,0.0,0.4973,0.0,QuAC
together/bloom,1,0.045,0.0,0.3875,0.0,0.3425,0.0,QuAC
together/opt-175b,1,0.0348,0.0,0.3988,0.0,0.364,0.0,QuAC
together/redpajama-incite-base-3b-v1,1,0.0032,0.0,0.3058,0.0,0.3091,0.0,QuAC
writer/palmyra-x,1,0.0527,0.0,0.5194,0.0,0.4667,0.0,QuAC
AlephAlpha/luminous-base,1,0.0065,0.0,0.9277,0.0,0.9212,0.0,IMDB
ai21/j1-grande-v2-beta,1,0.0577,0.0,0.9877,0.0,0.9299,0.0,IMDB
ai21/j1-jumbo,1,0.0362,0.0,0.9506,0.0,0.9145,0.0,IMDB
ai21/j2-large,1,0.0091,0.0,0.9518,0.0,0.9428,0.0,IMDB
anthropic/stanford-online-all-v4-s3,1,0.0173,0.0,0.9136,0.0,0.9309,0.0,IMDB
cohere/command-xlarge-beta,1,0.0242,0.0,0.9759,0.0,0.9517,0.0,IMDB
cohere/xlarge-20221108,1,0.0452,0.0,0.9877,0.0,0.9425,0.0,IMDB
lmsys/vicuna-7b-v1.3,1,0.0098,0.0,0.9062,0.0,0.916,0.0,IMDB
microsoft/TNLGv2_530B,1,0.0464,0.0,0.8889,0.0,0.9353,0.0,IMDB
microsoft/TNLGv2_7B,1,0.0499,0.0,0.8765,0.0,0.9264,0.0,IMDB
mosaicml/mpt-30b,1,0.0098,0.0,0.9688,0.0,0.959,0.0,IMDB
openai/text-babbage-001,1,0.0335,0.0,0.8765,0.0,0.91,0.0,IMDB
openai/text-davinci-003,1,0.0609,0.0,0.8765,0.0,0.8156,0.0,IMDB
together/bloom,1,0.0228,0.0,0.9259,0.0,0.9487,0.0,IMDB
together/opt-175b,1,0.0257,0.0,0.9259,0.0,0.9517,0.0,IMDB
together/redpajama-incite-base-3b-v1,1,0.0431,0.0,0.9531,0.0,0.91,0.0,IMDB
writer/palmyra-x,1,0.0265,0.0,0.9036,0.0,0.9301,0.0,IMDB
AlephAlpha/luminous-base,1,0.054,0.0,0.37,0.0,0.316,0.0,BBQ
ai21/j1-grande-v2-beta,1,0.036,0.0,0.5,0.0,0.464,0.0,BBQ
ai21/j1-jumbo,1,0.098,0.0,0.44,0.0,0.342,0.0,BBQ
ai21/j2-large,1,0.027,0.0,0.3,0.0,0.327,0.0,BBQ
anthropic/stanford-online-all-v4-s3,1,0.069,0.0,0.6,0.0,0.531,0.0,BBQ
cohere/command-xlarge-beta,1,0.043,0.0,0.43,0.0,0.473,0.0,BBQ
cohere/xlarge-20221108,1,0.008,0.0,0.38,0.0,0.372,0.0,BBQ
microsoft/TNLGv2_530B,1,0.068,0.0,0.52,0.0,0.452,0.0,BBQ
microsoft/TNLGv2_7B,1,0.012,0.0,0.32,0.0,0.332,0.0,BBQ
openai/text-babbage-001,1,0.054,0.0,0.29,0.0,0.344,0.0,BBQ
openai/text-davinci-003,1,0.0,0.0,0.89,0.0,0.89,0.0,BBQ
together/bloom,1,0.091,0.0,0.27,0.0,0.361,0.0,BBQ
together/opt-175b,1,0.021,0.0,0.36,0.0,0.339,0.0,BBQ
writer/palmyra-x,1,0.005,0.0,0.75,0.0,0.745,0.0,BBQ
AlephAlpha/luminous-base,1,0.0066,0.0,0.59,0.0,0.5834,0.0,EntityMatching
ai21/j1-grande-v2-beta,1,0.0115,0.0,0.87,0.0,0.8585,0.0,EntityMatching
ai21/j1-jumbo,1,0.0114,0.0,0.88,0.0,0.8686,0.0,EntityMatching
ai21/j2-large,1,0.0115,0.0,0.87,0.0,0.8585,0.0,EntityMatching
anthropic/stanford-online-all-v4-s3,1,0.047,0.0,0.61,0.0,0.657,0.0,EntityMatching
cohere/command-xlarge-beta,1,0.0056,0.0,0.52,0.0,0.5256,0.0,EntityMatching
cohere/xlarge-20221108,1,0.0571,0.0,0.86,0.0,0.8029,0.0,EntityMatching
lmsys/vicuna-7b-v1.3,1,0.0199,0.0,0.9,0.0,0.8801,0.0,EntityMatching
microsoft/TNLGv2_530B,1,0.038,0.0,0.84,0.0,0.878,0.0,EntityMatching
microsoft/TNLGv2_7B,1,0.056,0.0,0.5,0.0,0.556,0.0,EntityMatching
mosaicml/mpt-30b,1,0.0139,0.0,0.88,0.0,0.8939,0.0,EntityMatching
openai/text-babbage-001,1,0.0143,0.0,0.81,0.0,0.7957,0.0,EntityMatching
openai/text-davinci-003,1,0.0234,0.0,0.89,0.0,0.9134,0.0,EntityMatching
together/bloom,1,0.0084,0.0,0.89,0.0,0.8816,0.0,EntityMatching
together/opt-175b,1,0.0267,0.0,0.13,0.0,0.1567,0.0,EntityMatching
together/redpajama-incite-base-3b-v1,1,0.0076,0.0,0.3,0.0,0.3076,0.0,EntityMatching
writer/palmyra-x,1,0.0268,0.0,0.94,0.0,0.9668,0.0,EntityMatching
AlephAlpha/luminous-base,1,0.0198,0.0,0.26,0.0,0.2402,0.0,WikiFact
ai21/j1-grande-v2-beta,1,0.005,0.0,0.29,0.0,0.285,0.0,WikiFact
ai21/j1-jumbo,1,0.0158,0.0,0.24,0.0,0.2558,0.0,WikiFact
ai21/j2-large,1,0.0318,0.0,0.2198,0.0,0.188,0.0,WikiFact
anthropic/stanford-online-all-v4-s3,1,0.0249,0.0,0.32,0.0,0.2951,0.0,WikiFact
cohere/command-xlarge-beta,1,0.0065,0.0,0.32,0.0,0.3265,0.0,WikiFact
cohere/xlarge-20221108,1,0.0061,0.0,0.31,0.0,0.3039,0.0,WikiFact
lmsys/vicuna-7b-v1.3,1,0.0044,0.0,0.19,0.0,0.1944,0.0,WikiFact
microsoft/TNLGv2_530B,1,0.0131,0.0,0.29,0.0,0.3031,0.0,WikiFact
microsoft/TNLGv2_7B,1,0.0239,0.0,0.18,0.0,0.2039,0.0,WikiFact
mosaicml/mpt-30b,1,0.0031,0.0,0.34,0.0,0.3431,0.0,WikiFact
openai/text-babbage-001,1,0.0552,0.0,0.17,0.0,0.1148,0.0,WikiFact
openai/text-davinci-003,1,0.0051,0.0,0.35,0.0,0.3449,0.0,WikiFact
