model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
AlephAlpha/luminous-base,1,0.0188,0.0,0.18,0.0,0.1988,0.0,TruthfulQA-Classic
ai21/j1-grande-v2-beta,1,0.1172,0.0,0.42,0.0,0.3028,0.0,TruthfulQA-Classic
ai21/j1-jumbo,1,0.025,0.0,0.16,0.0,0.185,0.0,TruthfulQA-Classic
ai21/j2-large,1,0.0201,0.0,0.22,0.0,0.2401,0.0,TruthfulQA-Classic
cohere/command-xlarge-beta,1,0.0016,0.0,0.26,0.0,0.2584,0.0,TruthfulQA-Classic
cohere/small-20220720,1,0.0648,0.0,0.16,0.0,0.2248,0.0,TruthfulQA-Classic
meta/llama-2-70b,1,0.0843,0.0,0.54,0.0,0.4557,0.0,TruthfulQA-Classic
meta/llama-65b,1,0.015,0.0,0.46,0.0,0.445,0.0,TruthfulQA-Classic
mosaicml/mpt-instruct-30b,1,0.0587,0.0,0.16,0.0,0.2187,0.0,TruthfulQA-Classic
openai/babbage,1,0.049,0.0,0.26,0.0,0.211,0.0,TruthfulQA-Classic
openai/gpt-3.5-turbo-0613,1,0.0988,0.0,0.4,0.0,0.3012,0.0,TruthfulQA-Classic
openai/text-davinci-003,1,0.1019,0.0,0.66,0.0,0.5581,0.0,TruthfulQA-Classic
together/redpajama-incite-instruct-3b-v1,1,0.049,0.0,0.26,0.0,0.211,0.0,TruthfulQA-Classic
together/t0pp,1,0.0253,0.0,0.38,0.0,0.3547,0.0,TruthfulQA-Classic
together/t5-11b,1,0.0193,0.0,0.16,0.0,0.1407,0.0,TruthfulQA-Classic
together/yalm,1,0.0434,0.0,0.16,0.0,0.2034,0.0,TruthfulQA-Classic
ai21/j1-grande-v2-beta,1,0.022,0.0,0.84,0.0,0.818,0.0,BLiMP
ai21/j1-jumbo,1,0.0407,0.0,0.78,0.0,0.8207,0.0,BLiMP
ai21/j2-large,1,0.0217,0.0,0.8,0.0,0.8217,0.0,BLiMP
cohere/command-xlarge-beta,1,0.076,0.0,0.72,0.0,0.796,0.0,BLiMP
cohere/small-20220720,1,0.0109,0.0,0.78,0.0,0.7909,0.0,BLiMP
openai/babbage,1,0.0115,0.0,0.82,0.0,0.8315,0.0,BLiMP
openai/text-davinci-003,1,0.0027,0.0,0.82,0.0,0.8227,0.0,BLiMP
AlephAlpha/luminous-base,1,0.0234,0.0,0.08,0.0,0.0566,0.0,MATH-Classic
ai21/j1-grande-v2-beta,1,0.0453,0.0,0.14,0.0,0.0947,0.0,MATH-Classic
ai21/j1-jumbo,1,0.012,0.0,0.04,0.0,0.052,0.0,MATH-Classic
ai21/j2-large,1,0.0216,0.0,0.02,0.0,0.0416,0.0,MATH-Classic
cohere/command-xlarge-beta,1,0.0242,0.0,0.12,0.0,0.0958,0.0,MATH-Classic
cohere/small-20220720,1,0.0131,0.0,0.02,0.0,0.0069,0.0,MATH-Classic
meta/llama-2-70b,1,0.0155,0.0,0.34,0.0,0.3245,0.0,MATH-Classic
meta/llama-65b,1,0.0783,0.0,0.2,0.0,0.2783,0.0,MATH-Classic
mosaicml/mpt-instruct-30b,1,0.0116,0.0,0.12,0.0,0.1316,0.0,MATH-Classic
openai/babbage,1,0.0031,0.0,0.02,0.0,0.0231,0.0,MATH-Classic
openai/gpt-3.5-turbo-0613,1,0.008,0.0,0.62,0.0,0.612,0.0,MATH-Classic
openai/text-davinci-003,1,0.0281,0.0,0.46,0.0,0.4319,0.0,MATH-Classic
together/redpajama-incite-instruct-3b-v1,1,0.0112,0.0,0.02,0.0,0.0312,0.0,MATH-Classic
together/t0pp,1,0.0,0.0,0.0,0.0,0.0,0.0,MATH-Classic
together/t5-11b,1,0.0,0.0,0.0,0.0,0.0,0.0,MATH-Classic
together/yalm,1,0.0,0.0,0.0,0.0,0.0,0.0,MATH-Classic
AlephAlpha/luminous-base,1,0.0366,0.0,0.62,0.0,0.5834,0.0,EntityMatching
ai21/j1-grande-v2-beta,1,0.0185,0.0,0.84,0.0,0.8585,0.0,EntityMatching
ai21/j1-jumbo,1,0.0086,0.0,0.86,0.0,0.8686,0.0,EntityMatching
ai21/j2-large,1,0.0015,0.0,0.86,0.0,0.8585,0.0,EntityMatching
cohere/command-xlarge-beta,1,0.0744,0.0,0.6,0.0,0.5256,0.0,EntityMatching
cohere/small-20220720,1,0.0105,0.0,0.16,0.0,0.1495,0.0,EntityMatching
meta/llama-2-70b,1,0.0515,0.0,0.78,0.0,0.7285,0.0,EntityMatching
meta/llama-65b,1,0.0191,0.0,0.9,0.0,0.8809,0.0,EntityMatching
mosaicml/mpt-instruct-30b,1,0.0191,0.0,0.9,0.0,0.8809,0.0,EntityMatching
openai/babbage,1,0.0842,0.0,0.36,0.0,0.2758,0.0,EntityMatching
openai/gpt-3.5-turbo-0613,1,0.0143,0.0,0.92,0.0,0.9343,0.0,EntityMatching
openai/text-davinci-003,1,0.0534,0.0,0.86,0.0,0.9134,0.0,EntityMatching
together/redpajama-incite-instruct-3b-v1,1,0.0113,0.0,0.84,0.0,0.8513,0.0,EntityMatching
together/t0pp,1,0.0,0.0,0.0,0.0,0.0,0.0,EntityMatching
together/t5-11b,1,0.0326,0.0,0.66,0.0,0.6274,0.0,EntityMatching
together/yalm,1,0.0105,0.0,0.16,0.0,0.1495,0.0,EntityMatching
