model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
01-ai/yi-34b,1,0.0085,0.0,0.654,0.0,0.6455,0.0,MMLU-Lite
01-ai/yi-6b,1,0.0037,0.0,0.524,0.0,0.5203,0.0,MMLU-Lite
01-ai/yi-large-preview,1,0.012,0.0,0.728,0.0,0.716,0.0,MMLU-Lite
AlephAlpha/luminous-supreme,1,0.0086,0.0,0.312,0.0,0.3034,0.0,MMLU-Lite
allenai/olmo-7b,1,0.0061,0.0,0.292,0.0,0.2981,0.0,MMLU-Lite
amazon/nova-lite-v1:0,1,0.0051,0.0,0.7,0.0,0.6949,0.0,MMLU-Lite
amazon/nova-micro-v1:0,1,0.0057,0.0,0.638,0.0,0.6437,0.0,MMLU-Lite
anthropic/claude-2.0,1,0.008,0.0,0.65,0.0,0.642,0.0,MMLU-Lite
anthropic/claude-3-sonnet-20240229,1,0.0032,0.0,0.654,0.0,0.6508,0.0,MMLU-Lite
google/gemini-1.5-flash-001,1,0.0019,0.0,0.7,0.0,0.7019,0.0,MMLU-Lite
google/gemma-2-27b-it,1,0.0056,0.0,0.674,0.0,0.6684,0.0,MMLU-Lite
google/gemma-2-9b-it,1,0.0047,0.0,0.652,0.0,0.6473,0.0,MMLU-Lite
google/text-unicorn@001,1,0.0103,0.0,0.714,0.0,0.7037,0.0,MMLU-Lite
microsoft/phi-3-medium-4k-instruct,1,0.0004,0.0,0.668,0.0,0.6684,0.0,MMLU-Lite
microsoft/phi-3-small-8k-instruct,1,0.0064,0.0,0.666,0.0,0.6596,0.0,MMLU-Lite
mistralai/mistral-small-2402,1,0.0096,0.0,0.604,0.0,0.5944,0.0,MMLU-Lite
openai/gpt-4o-2024-05-13,1,0.0071,0.0,0.762,0.0,0.7549,0.0,MMLU-Lite
qwen/qwen1.5-14b,1,0.0067,0.0,0.624,0.0,0.6173,0.0,MMLU-Lite
qwen/qwen2.5-7b-instruct-turbo,1,0.0064,0.0,0.666,0.0,0.6596,0.0,MMLU-Lite
snowflake/snowflake-arctic-instruct,1,0.0048,0.0,0.578,0.0,0.5732,0.0,MMLU-Lite
tiiuae/falcon-40b,1,0.0051,0.0,0.506,0.0,0.5009,0.0,MMLU-Lite
writer/palmyra-x-v3,1,0.0103,0.0,0.714,0.0,0.7037,0.0,MMLU-Lite
01-ai/yi-34b,1,0.0024,0.0,0.1534,0.0,0.1557,0.0,WMT-14 Translation
01-ai/yi-6b,1,0.0029,0.0,0.1037,0.0,0.1067,0.0,WMT-14 Translation
01-ai/yi-large-preview,1,0.0185,0.0,0.1417,0.0,0.1601,0.0,WMT-14 Translation
AlephAlpha/luminous-supreme,1,0.0001,0.0,0.0933,0.0,0.0932,0.0,WMT-14 Translation
allenai/olmo-7b,1,0.0058,0.0,0.0854,0.0,0.0912,0.0,WMT-14 Translation
amazon/nova-lite-v1:0,1,0.006,0.0,0.1753,0.0,0.1812,0.0,WMT-14 Translation
amazon/nova-micro-v1:0,1,0.0058,0.0,0.1654,0.0,0.1712,0.0,WMT-14 Translation
anthropic/claude-2.0,1,0.0227,0.0,0.1696,0.0,0.1923,0.0,WMT-14 Translation
anthropic/claude-3-sonnet-20240229,1,0.0091,0.0,0.186,0.0,0.195,0.0,WMT-14 Translation
google/gemini-1.5-flash-001,1,0.016,0.0,0.1869,0.0,0.2029,0.0,WMT-14 Translation
google/gemma-2-27b-it,1,0.0188,0.0,0.1729,0.0,0.1917,0.0,WMT-14 Translation
google/gemma-2-9b-it,1,0.0111,0.0,0.1718,0.0,0.1828,0.0,WMT-14 Translation
google/text-unicorn@001,1,0.0165,0.0,0.2102,0.0,0.2266,0.0,WMT-14 Translation
microsoft/phi-3-medium-4k-instruct,1,0.0024,0.0,0.1535,0.0,0.1559,0.0,WMT-14 Translation
