model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
01-ai/yi-34b,1,0.0,0.0,0.4371,0.0,0.4371,0.0
01-ai/yi-6b,1,0.0,0.0,0.1465,0.0,0.1465,0.0
01-ai/yi-large-preview,1,0.0,0.0,0.746,0.0,0.746,0.0
AlephAlpha/luminous-supreme,1,0.0,0.0,0.0801,0.0,0.0801,0.0
allenai/olmo-7b,1,0.0,0.0,0.0366,0.0,0.0366,0.0
amazon/nova-lite-v1:0,1,0.0,0.0,0.8101,0.0,0.8101,0.0
amazon/nova-micro-v1:0,1,0.0,0.0,0.7918,0.0,0.7918,0.0
anthropic/claude-2.0,1,0.0,0.0,0.6613,0.0,0.6613,0.0
anthropic/claude-3-sonnet-20240229,1,0.0,0.0,0.087,0.0,0.087,0.0
google/gemini-1.5-flash-001,1,0.0,0.0,0.7872,0.0,0.7872,0.0
google/gemma-2-27b-it,1,0.0,0.0,0.7872,0.0,0.7872,0.0
google/gemma-2-9b-it,1,0.0,0.0,0.7689,0.0,0.7689,0.0
google/text-unicorn@001,1,0.0,0.0,0.7323,0.0,0.7323,0.0
microsoft/phi-3-medium-4k-instruct,1,0.0,0.0,0.6201,0.0,0.6201,0.0
microsoft/phi-3-small-8k-instruct,1,0.0,0.0,0.7529,0.0,0.7529,0.0
mistralai/mistral-small-2402,1,0.0,0.0,0.6934,0.0,0.6934,0.0
openai/gpt-4o-2024-05-13,1,0.0,0.0,0.865,0.0,0.865,0.0
qwen/qwen1.5-14b,1,0.0,0.0,0.7208,0.0,0.7208,0.0
qwen/qwen2.5-7b-instruct-turbo,1,0.0,0.0,0.8673,0.0,0.8673,0.0
snowflake/snowflake-arctic-instruct,1,0.0,0.0,0.5927,0.0,0.5927,0.0
tiiuae/falcon-40b,1,0.0,0.0,0.1304,0.0,0.1304,0.0
writer/palmyra-x-v3,1,0.0,0.0,0.7735,0.0,0.7735,0.0
