model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
01-ai/yi-34b,1,0.0738,0.0,0.3697,0.0,0.4435,0.0,NaturalQA
AlephAlpha/luminous-supreme,1,0.016,0.0,0.3152,0.0,0.2992,0.0,NaturalQA
ai21/j2-jumbo,1,0.0985,0.0,0.2869,0.0,0.3853,0.0,NaturalQA
ai21/jamba-1.5-large,1,0.0737,0.0,0.32,0.0,0.3937,0.0,NaturalQA
amazon/nova-micro-v1:0,1,0.0834,0.0,0.2013,0.0,0.2847,0.0,NaturalQA
amazon/nova-pro-v1:0,1,0.075,0.0,0.3301,0.0,0.4052,0.0,NaturalQA
anthropic/claude-3-sonnet-20240229,1,0.0007,0.0,0.029,0.0,0.0283,0.0,NaturalQA
cohere/command-r,1,0.0667,0.0,0.2855,0.0,0.3522,0.0,NaturalQA
cohere/command,1,0.0393,0.0,0.3518,0.0,0.3911,0.0,NaturalQA
google/gemini-1.5-pro-001,1,0.0737,0.0,0.3043,0.0,0.378,0.0,NaturalQA
google/gemini-2.0-flash-exp,1,0.1489,0.0,0.2942,0.0,0.4431,0.0,NaturalQA
google/gemma-2-27b-it,1,0.1088,0.0,0.2441,0.0,0.3529,0.0,NaturalQA
meta/llama-3-70b,1,0.1459,0.0,0.3294,0.0,0.4753,0.0,NaturalQA
meta/llama-3.1-405b-instruct-turbo,1,0.1465,0.0,0.3095,0.0,0.456,0.0,NaturalQA
meta/llama-3.1-8b-instruct-turbo,1,0.0356,0.0,0.2446,0.0,0.209,0.0,NaturalQA
mistralai/mistral-7b-instruct-v0.3,1,0.0444,0.0,0.2977,0.0,0.2533,0.0,NaturalQA
mistralai/mixtral-8x7b-32kseqlen,1,0.0937,0.0,0.3336,0.0,0.4273,0.0,NaturalQA
mistralai/open-mistral-nemo-2407,1,0.0449,0.0,0.2199,0.0,0.2648,0.0,NaturalQA
openai/gpt-3.5-turbo-0613,1,0.0288,0.0,0.3058,0.0,0.3346,0.0,NaturalQA
openai/text-davinci-003,1,0.0652,0.0,0.3483,0.0,0.4134,0.0,NaturalQA
qwen/qwen2.5-7b-instruct-turbo,1,0.0396,0.0,0.1655,0.0,0.2051,0.0,NaturalQA
writer/palmyra-x-v2,1,0.0678,0.0,0.3603,0.0,0.4281,0.0,NaturalQA
