model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
AlephAlpha/luminous-base,1,0.025,0.0,0.5,0.0,0.475,0.0
ai21/j1-grande-v2-beta,1,0.0305,0.0,0.71,0.0,0.6795,0.0
ai21/j1-jumbo,1,0.0277,0.0,0.68,0.0,0.6523,0.0
ai21/j2-large,1,0.0441,0.0,0.54,0.0,0.5841,0.0
cohere/command-xlarge-beta,1,0.0027,0.0,0.63,0.0,0.6273,0.0
cohere/small-20220720,1,0.0655,0.0,0.57,0.0,0.5045,0.0
meta/llama-2-70b,1,0.0009,0.0,0.74,0.0,0.7409,0.0
meta/llama-65b,1,0.0255,0.0,0.67,0.0,0.6955,0.0
mosaicml/mpt-instruct-30b,1,0.0327,0.0,0.64,0.0,0.6727,0.0
openai/babbage,1,0.0632,0.0,0.38,0.0,0.4432,0.0
openai/gpt-3.5-turbo-0613,1,0.0132,0.0,0.68,0.0,0.6932,0.0
openai/text-davinci-003,1,0.0109,0.0,0.73,0.0,0.7409,0.0
together/redpajama-incite-instruct-3b-v1,1,0.0055,0.0,0.66,0.0,0.6545,0.0
together/t0pp,1,0.0073,0.0,0.07,0.0,0.0773,0.0
together/t5-11b,1,0.0391,0.0,0.43,0.0,0.3909,0.0
together/yalm,1,0.0141,0.0,0.32,0.0,0.3341,0.0
