model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
ai21/j1-grande-v2-beta,10,0.03661991610154756,0.025711596298893847,0.27227635944965756,0.04116108939074296,0.25473015873015875,0.0,MS MARCO
ai21/j1-jumbo,10,0.022784932648946734,0.01564880610829044,0.21714902845501438,0.021189197805581865,0.19939920634920633,0.0,MS MARCO
ai21/j2-large,10,0.020678067289287946,0.015080042349151206,0.22646876012498077,0.025111523258129775,0.22152896825396823,2.7755575615628914e-17,MS MARCO
anthropic/stanford-online-all-v4-s3,10,0.034107907432919166,0.027347957444935785,0.39272541994543164,0.0404611818895766,0.37616785714285716,0.0,MS MARCO
cohere/command-xlarge-beta,10,0.03127475008957066,0.022349742416620837,0.47278417436754383,0.03843898386189384,0.4725282468007091,0.0,MS MARCO
cohere/xlarge-20221108,10,0.03337185084984382,0.01888727475511347,0.2325476266256196,0.03787165031478151,0.23855992063492062,0.0,MS MARCO
microsoft/TNLGv2_530B,10,0.04202062804756467,0.025951668021987225,0.3429784287053653,0.04798246578184533,0.3312777777777778,0.0,MS MARCO
microsoft/TNLGv2_7B,10,0.02659695417248234,0.027779981675778897,0.12902393472446289,0.03209753774779423,0.10783730158730158,0.0,MS MARCO
openai/text-babbage-001,10,0.031287806862865544,0.02288031865435626,0.20241699319205192,0.030212858063133875,0.17813492063492067,2.7755575615628914e-17,MS MARCO
openai/text-davinci-003,10,0.026555259014883432,0.016001849318958872,0.35658680961310074,0.03098919115832254,0.35754126984126977,5.551115123125783e-17,MS MARCO
together/bloom,10,0.03506601355043844,0.022718564816898545,0.22496347815790302,0.032747801447165464,0.19901468253968252,0.0,MS MARCO
together/opt-175b,10,0.0404715616924772,0.02503967509130695,0.2611259422400268,0.04208107224009698,0.23889722222222218,2.7755575615628914e-17,MS MARCO
AlephAlpha/luminous-base,10,0.028000000000000008,0.02311565126344776,0.476,0.03629508690350988,0.4749999999999999,5.551115123125783e-17,RAFT
ai21/j1-grande-v2-beta,10,0.029333333333333333,0.01854191390245911,0.6746666666666666,0.03435759660460032,0.6795454545454546,0.0,RAFT
ai21/j1-jumbo,10,0.02757575757575754,0.018110085770409026,0.6546666666666666,0.03290390047800816,0.6522727272727272,0.0,RAFT
ai21/j2-large,10,0.01836363636363634,0.010613374101836236,0.5933333333333333,0.019090428084368456,0.5840909090909091,0.0,RAFT
anthropic/stanford-online-all-v4-s3,10,0.03151515151515151,0.02085412185949729,0.6933333333333332,0.03771236166328253,0.690909090909091,1.1102230246251565e-16,RAFT
cohere/command-xlarge-beta,10,0.025454545454545462,0.018997849184724726,0.6306666666666667,0.03158058475287204,0.6272727272727272,1.1102230246251565e-16,RAFT
cohere/xlarge-20221108,10,0.03296969696969698,0.03232547971985035,0.6026666666666667,0.04572380853195265,0.6090909090909091,0.0,RAFT
