model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
AlephAlpha/luminous-extended,10,0.046,0.028590734884465268,0.07800000000000001,0.0532541078227774,0.06812933025404157,0.0
AlephAlpha/luminous-supreme,10,0.03786143187066974,0.02107654246496992,0.09799999999999999,0.04331281565541543,0.09930715935334875,1.3877787807814457e-17
ai21/j1-grande,10,0.021316397228637415,0.010783221301380645,0.054000000000000006,0.023748684174075833,0.05658198614318707,0.0
ai21/j1-large,10,0.019071593533487297,0.014166387175617587,0.033999999999999996,0.023748684174075836,0.03464203233256351,0.0
ai21/j2-grande,10,0.03175057736720554,0.015577427296127834,0.072,0.027129319932501075,0.09468822170900693,0.0
ai21/j2-jumbo,10,0.034480369515011544,0.03594408040246782,0.14600000000000002,0.043863424398922615,0.12240184757505772,1.3877787807814457e-17
cohere/command-medium-beta,10,0.022775981524249422,0.02442604500101407,0.05800000000000001,0.03026549190084311,0.04387990762124711,0.0
cohere/large-20220720,10,0.025237875288683605,0.019308365985477877,0.052000000000000005,0.031240998703626618,0.046189376443418015,0.0
cohere/medium-20220720,10,0.019999999999999997,0.017118371172507054,0.04,0.021908902300206645,0.025404157043879903,3.469446951953614e-18
cohere/medium-20221108,10,0.028143187066974596,0.017348327044640545,0.046,0.031048349392520047,0.03464203233256351,0.0
cohere/small-20220720,10,0.01122863741339492,0.002815161974268484,0.014000000000000002,0.009165151389911681,0.006928406466512703,8.673617379884035e-19
cohere/xlarge-20220609,10,0.032,0.01623824037839182,0.1,0.03577708763999664,0.10277136258660509,1.3877787807814457e-17
eleutherai/pythia-12b-v0,10,0.016,0.013809823329485296,0.06800000000000002,0.018330302779823362,0.07852193995381063,0.0
eleutherai/pythia-6.9b,10,0.028106235565819863,0.02060308447561371,0.054000000000000006,0.03352610922848042,0.06351039260969979,1.3877787807814457e-17
lmsys/vicuna-7b-v1.3,10,0.03556581986143187,0.023419881400131556,0.068,0.03709447398198281,0.08891454965357967,0.0
meta/llama-13b,10,0.03400000000000001,0.02646909571489565,0.13000000000000003,0.04219004621945797,0.12124711316397227,1.3877787807814457e-17
meta/llama-2-13b,10,0.051561200923787534,0.028872136843043655,0.13800000000000004,0.05827520913733386,0.14780600461893761,2.7755575615628914e-17
meta/llama-2-70b,10,0.05158429561200921,0.02444511645308349,0.27999999999999997,0.03577708763999664,0.32448036951501147,5.551115123125783e-17
meta/llama-2-7b,10,0.033043879907621254,0.018061808623832172,0.11600000000000002,0.036660605559646724,0.1073903002309469,1.3877787807814457e-17
