model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
AlephAlpha/luminous-base,10,0.05453301886792452,0.04762221354052234,0.466,0.07045565981523415,0.48266509433962257,5.551115123125783e-17
ai21/j1-grande-v2-beta,10,0.03600000000000001,0.027023617839703012,0.76,0.0409878030638384,0.7413915094339621,1.1102230246251565e-16
ai21/j1-jumbo,10,0.03508962264150943,0.0167389597415403,0.392,0.03815756805667782,0.38455188679245284,0.0
ai21/j2-large,10,0.046004716981132066,0.02373757005489549,0.6379999999999999,0.05173006862551024,0.6399764150943398,1.1102230246251565e-16
anthropic/stanford-online-all-v4-s3,10,0.05,0.03452085991818457,0.49000000000000005,0.0601664358259653,0.4984669811320755,0.0
cohere/command-xlarge-beta,10,0.06799999999999998,0.048074894336525995,0.5800000000000001,0.08246211251235322,0.591627358490566,0.0
cohere/xlarge-20221108,10,0.026382075471698095,0.01687338457914035,0.6659999999999999,0.03104834939252003,0.6619103773584907,1.1102230246251565e-16
lmsys/vicuna-7b-v1.3,10,0.04899056603773585,0.04985327997084952,0.49000000000000005,0.06767569726275453,0.47252358490566043,5.551115123125783e-17
microsoft/TNLGv2_530B,10,0.058330188679245276,0.036123696316466,0.42400000000000004,0.068585712797929,0.42582547169811324,5.551115123125783e-17
microsoft/TNLGv2_7B,10,0.043127358490566016,0.02557324969642304,0.544,0.0454312667664022,0.5652122641509434,0.0
mosaicml/mpt-30b,10,0.06719811320754716,0.029398665413992636,0.41600000000000004,0.072,0.40200471698113205,0.0
openai/text-babbage-001,10,0.033999999999999975,0.02495772324247954,0.8140000000000001,0.04199999999999999,0.8101415094339621,1.1102230246251565e-16
openai/text-davinci-003,10,0.04799999999999999,0.035221165893222425,0.7,0.05932958789676531,0.6950471698113209,1.1102230246251565e-16
together/bloom,10,0.066,0.03678085085579234,0.61,0.0754983443527075,0.6129716981132074,1.1102230246251565e-16
together/opt-175b,10,0.039943396226415094,0.03609497208216071,0.21600000000000003,0.05351635264103861,0.21014150943396226,0.0
together/redpajama-incite-base-3b-v1,10,0.06112264150943395,0.03667890558115851,0.628,0.06997142273814361,0.6143867924528302,0.0
writer/palmyra-x,10,0.0014150943396226414,0.0,0.0,0.0,0.0014150943396226414,0.0
