model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
open-llm-leaderboard/details_LoSboccacc__orthogonal-2x7B-base,1,0.1089,0.0,0.56,0.0,0.6689,0.0
open-llm-leaderboard/details_moreh__MoMo-70B-lora-1.8.6-DPO,1,0.0814,0.0,0.62,0.0,0.7014,0.0
open-llm-leaderboard/details_deepseek-ai__deepseek-moe-16b-base,1,0.0924,0.0,0.44,0.0,0.5324,0.0
open-llm-leaderboard/details_h2m__mhm-7b-v1.3,1,0.0353,0.0,0.44,0.0,0.4753,0.0
open-llm-leaderboard/details_bhavinjawade__SOLAR-10B-Nector-DPO-Jawade,1,0.1133,0.0,0.6,0.0,0.7133,0.0
open-llm-leaderboard/details_PSanni__MPOMixtral-8x7B-Instruct-v0.1,1,0.0499,0.0,0.66,0.0,0.7099,0.0
open-llm-leaderboard/details_macadeliccc__laser-dolphin-mixtral-2x7b-dpo,1,0.1396,0.0,0.52,0.0,0.6596,0.0
open-llm-leaderboard/details_HenryJJ__dolphin-2.6-mistral-7b-dpo-orca-v3,1,0.143,0.0,0.52,0.0,0.663,0.0
open-llm-leaderboard/details_cloudyu__Yi-34Bx3-MoE-90B,1,0.109,0.0,0.6,0.0,0.709,0.0
open-llm-leaderboard/details_KnutJaegersberg__Qwen-14B-Llamafied,1,0.072,0.0,0.48,0.0,0.552,0.0
open-llm-leaderboard/details_flemmingmiguel__Distilled-HermesChat-7B,1,0.0549,0.0,0.62,0.0,0.6749,0.0
open-llm-leaderboard/details_FelixChao__WizardDolphin-7B,1,0.1068,0.0,0.54,0.0,0.6468,0.0
open-llm-leaderboard/details_Unbabel__TowerInstruct-7B-v0.1,1,0.0946,0.0,0.46,0.0,0.5546,0.0
open-llm-leaderboard/details_hywu__Camelidae-8x13B,1,0.1118,0.0,0.5,0.0,0.6118,0.0
open-llm-leaderboard/details_umd-zhou-lab__recycled-wizardlm-7b-v2.0,1,0.0695,0.0,0.48,0.0,0.5495,0.0
open-llm-leaderboard/details_cognitivecomputations__yayi2-30b-llama,1,0.0367,0.0,0.32,0.0,0.3567,0.0
open-llm-leaderboard/details_Sao10K__Sensualize-Mixtral-bf16,1,0.1014,0.0,0.6,0.0,0.7014,0.0
open-llm-leaderboard/details_Sao10K__Sensualize-Solar-10.7B,1,0.1102,0.0,0.54,0.0,0.6502,0.0
open-llm-leaderboard/details_rombodawg__Open_Gpt4_8x7B,1,0.0728,0.0,0.62,0.0,0.6928,0.0
open-llm-leaderboard/details_Mihaiii__Pallas-0.5-LASER-0.6,1,0.1446,0.0,0.48,0.0,0.6246,0.0
open-llm-leaderboard/details_chargoddard__mixtralmerge-8x7B-rebalanced-test,1,0.0617,0.0,0.62,0.0,0.6817,0.0
open-llm-leaderboard/details_Mihaiii__Pallas-0.5-LASER-exp2-0.1,1,0.1097,0.0,0.52,0.0,0.6297,0.0
open-llm-leaderboard/details_OpenBuddy__openbuddy-mixtral-7bx8-v16.3-32k,1,0.0845,0.0,0.18,0.0,0.2645,0.0
open-llm-leaderboard/details_Locutusque__Orca-2-13b-SFT-v6,1,0.1041,0.0,0.5,0.0,0.6041,0.0
open-llm-leaderboard/details_Azazelle__xDAN-SlimOrca,1,0.0961,0.0,0.56,0.0,0.6561,0.0
open-llm-leaderboard/details_uukuguy__speechless-coder-ds-6.7b,1,0.0686,0.0,0.3,0.0,0.3686,0.0
open-llm-leaderboard/details_Undi95__Mistral-11B-v0.1,1,0.1156,0.0,0.48,0.0,0.5956,0.0
open-llm-leaderboard/details_diffnamehard__Mistral-CatMacaroni-slerp-gradient,1,0.0953,0.0,0.56,0.0,0.6553,0.0
open-llm-leaderboard/details_SuperAGI__SAM,1,0.0539,0.0,0.54,0.0,0.5939,0.0
open-llm-leaderboard/details_diffnamehard__Mistral-CatMacaroni-slerp-uncensored,1,0.1425,0.0,0.5,0.0,0.6425,0.0
open-llm-leaderboard/details_liuda1__dm7b_sft_gpt88w_merge,1,0.1829,0.0,0.44,0.0,0.6229,0.0
open-llm-leaderboard/details_kyujinpy__Sakura-SOLAR-Instruct-DPO-v2,1,0.089,0.0,0.62,0.0,0.709,0.0
open-llm-leaderboard/details_openthaigpt__openthaigpt-1.0.0-beta-13b-chat-hf,1,0.1158,0.0,0.42,0.0,0.5358,0.0
open-llm-leaderboard/details_bn22__OpenHermes-2.5-Mistral-7B-MISALIGNED,1,0.1336,0.0,0.52,0.0,0.6536,0.0
open-llm-leaderboard/details_VAGOsolutions__SauerkrautLM-Mixtral-8x7B-Instruct,1,0.1048,0.0,0.6,0.0,0.7048,0.0
open-llm-leaderboard/details_Weyaxi__SauerkrautLM-UNA-SOLAR-Instruct,1,0.089,0.0,0.62,0.0,0.709,0.0
open-llm-leaderboard/details_luffycodes__vicuna-class-shishya-ac-hal-13b-ep3,1,0.1446,0.0,0.34,0.0,0.4846,0.0
open-llm-leaderboard/details_KaeriJenti__Kaori-34B-v1,1,0.0651,0.0,0.58,0.0,0.6451,0.0
open-llm-leaderboard/details_Mihaiii__Metis-0.1,1,0.1815,0.0,0.42,0.0,0.6015,0.0
open-llm-leaderboard/details_Undi95__Mixtral-8x7B-MoE-RP-Story,1,0.0954,0.0,0.42,0.0,0.5154,0.0
open-llm-leaderboard/details_perlthoughts__Chupacabra-8x7B-MoE,1,0.0477,0.0,0.64,0.0,0.6877,0.0
open-llm-leaderboard/details_Open-Orca__Mixtral-SlimOrca-8x7B,1,0.0966,0.0,0.58,0.0,0.6766,0.0
open-llm-leaderboard/details_bongchoi__MoMo-70B-LoRA-V1.1,1,0.0664,0.0,0.6,0.0,0.6664,0.0
open-llm-leaderboard/details_perlthoughts__Falkor-7b,1,0.0826,0.0,0.6,0.0,0.6826,0.0
open-llm-leaderboard/details_hfl__chinese-alpaca-2-13b-16k,1,0.1703,0.0,0.38,0.0,0.5503,0.0
open-llm-leaderboard/details_webbigdata__ALMA-7B-Ja-V2,1,0.0439,0.0,0.48,0.0,0.5239,0.0
open-llm-leaderboard/details_zyh3826__llama2-13b-ft-openllm-leaderboard-v1,1,0.1164,0.0,0.48,0.0,0.5964,0.0
open-llm-leaderboard/details_ajibawa-2023__Python-Code-33B,1,0.1831,0.0,0.38,0.0,0.5631,0.0
open-llm-leaderboard/details_speechlessai__speechless-mistral-7b-dare-0.85,1,0.1331,0.0,0.5,0.0,0.6331,0.0
open-llm-leaderboard/details_l3utterfly__mistral-7b-v0.1-layla-v1,1,0.0615,0.0,0.54,0.0,0.6015,0.0
open-llm-leaderboard/details_euclaise__Ferret-7B,1,0.0829,0.0,0.54,0.0,0.6229,0.0
open-llm-leaderboard/details_jondurbin__airoboros-m-7b-3.1.2,1,0.1586,0.0,0.46,0.0,0.6186,0.0
open-llm-leaderboard/details_luffycodes__llama-shishya-7b-ep3-v1,1,0.1004,0.0,0.38,0.0,0.4804,0.0
open-llm-leaderboard/details_chargoddard__storytime-13b,1,0.1803,0.0,0.44,0.0,0.6203,0.0
open-llm-leaderboard/details_glaiveai__glaive-coder-7b,1,0.1666,0.0,0.26,0.0,0.4266,0.0
open-llm-leaderboard/details_LTC-AI-Labs__L2-7b-Beluga-WVG-Test,1,0.1975,0.0,0.34,0.0,0.5375,0.0
open-llm-leaderboard/details_oh-yeontaek__llama-2-13B-LoRA-assemble,1,0.1757,0.0,0.46,0.0,0.6357,0.0
open-llm-leaderboard/details_Charlie911__vicuna-7b-v1.5-lora-mixed-datasets-time-unit,1,0.1579,0.0,0.36,0.0,0.5179,0.0
open-llm-leaderboard/details_migtissera__SynthIA-7B-v1.3,1,0.2412,0.0,0.38,0.0,0.6212,0.0
open-llm-leaderboard/details_PygmalionAI__pygmalion-2-7b,1,0.1201,0.0,0.42,0.0,0.5401,0.0
open-llm-leaderboard/details_PocketDoc__Dans-RetroRodeo-13b,1,0.0584,0.0,0.48,0.0,0.5384,0.0
open-llm-leaderboard/details_jondurbin__airoboros-c34b-2.2.1,1,0.1069,0.0,0.44,0.0,0.5469,0.0
open-llm-leaderboard/details_BELLE-2__BELLE-Llama2-13B-chat-0.4M,1,0.0867,0.0,0.52,0.0,0.6067,0.0
open-llm-leaderboard/details_DevaMalla__llama_7b_lora,1,0.1086,0.0,0.44,0.0,0.5486,0.0
open-llm-leaderboard/details_Brouz__Slerpeno,1,0.1369,0.0,0.48,0.0,0.6169,0.0
open-llm-leaderboard/details_togethercomputer__Llama-2-7B-32K-Instruct,1,0.1137,0.0,0.4,0.0,0.5137,0.0
open-llm-leaderboard/details_CHIH-HUNG__llama-2-13b-FINETUNE3_3.3w-r16-gate_up_down,1,0.067,0.0,0.52,0.0,0.587,0.0
