model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
AlephAlpha/luminous-supreme,1,0.0166,0.0,0.2827,0.0,0.2992,0.0
ai21/jamba-1.5-large,1,0.0441,0.0,0.3496,0.0,0.3937,0.0
ai21/jamba-1.5-mini,1,0.0963,0.0,0.2915,0.0,0.3879,0.0
anthropic/claude-3-haiku-20240307,1,0.0715,0.0,0.0722,0.0,0.1437,0.0
anthropic/claude-3-sonnet-20240229,1,0.0115,0.0,0.0168,0.0,0.0283,0.0
cohere/command-r-plus,1,0.0836,0.0,0.2596,0.0,0.3432,0.0
cohere/command,1,0.0399,0.0,0.3513,0.0,0.3911,0.0
google/gemini-1.0-pro-002,1,0.1028,0.0,0.2878,0.0,0.3906,0.0
google/gemini-1.5-pro-001,1,0.0895,0.0,0.2885,0.0,0.378,0.0
google/gemini-1.5-pro-002,1,0.1005,0.0,0.355,0.0,0.4555,0.0
meta/llama-2-70b,1,0.1119,0.0,0.3476,0.0,0.4596,0.0
meta/llama-2-7b,1,0.1005,0.0,0.2322,0.0,0.3326,0.0
meta/llama-3.1-405b-instruct-turbo,1,0.0446,0.0,0.4114,0.0,0.456,0.0
microsoft/phi-3-medium-4k-instruct,1,0.0967,0.0,0.1817,0.0,0.2784,0.0
mistralai/mistral-7b-v0.1,1,0.0824,0.0,0.2846,0.0,0.367,0.0
mistralai/mixtral-8x22b,1,0.0704,0.0,0.4072,0.0,0.4776,0.0
openai/gpt-4-0613,1,0.0944,0.0,0.3625,0.0,0.4569,0.0
openai/gpt-4-turbo-2024-04-09,1,0.116,0.0,0.3661,0.0,0.4821,0.0
openai/gpt-4o-2024-05-13,1,0.0678,0.0,0.4335,0.0,0.5013,0.0
openai/text-davinci-002,1,0.0255,0.0,0.3686,0.0,0.3941,0.0
qwen/qwen1.5-72b,1,0.1634,0.0,0.2537,0.0,0.4171,0.0
qwen/qwen1.5-7b,1,0.0184,0.0,0.2512,0.0,0.2696,0.0
