model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
amazon/nova-pro-v1:0,1,0.0109,0.0,0.3943,0.0,0.4052,0.0
anthropic/claude-3-opus-20240229,1,0.1136,0.0,0.3269,0.0,0.4405,0.0
deepseek-ai/deepseek-v3,1,0.0495,0.0,0.4175,0.0,0.467,0.0
google/gemma-2-9b-it,1,0.0308,0.0,0.2971,0.0,0.3278,0.0
google/text-bison@001,1,0.0467,0.0,0.3432,0.0,0.39,0.0
mistralai/mistral-medium-2312,1,0.1018,0.0,0.1879,0.0,0.2897,0.0
openai/gpt-3.5-turbo-0613,1,0.0543,0.0,0.2803,0.0,0.3346,0.0
qwen/qwen2.5-72b-instruct-turbo,1,0.0401,0.0,0.3192,0.0,0.3594,0.0
writer/palmyra-x-v2,1,0.0598,0.0,0.3683,0.0,0.4281,0.0
writer/palmyra-x-v3,1,0.0701,0.0,0.3371,0.0,0.4072,0.0
