model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
ai21/j2-jumbo,1,0.0497,0.0,0.6925,0.0,0.7421,0.0
anthropic/claude-2.1,1,0.037,0.0,0.6426,0.0,0.6796,0.0
anthropic/claude-3-5-sonnet-20240620,1,0.0405,0.0,0.7204,0.0,0.7609,0.0
anthropic/claude-3-5-sonnet-20241022,1,0.0578,0.0,0.723,0.0,0.7808,0.0
cohere/command-r-plus,1,0.1364,0.0,0.6087,0.0,0.7452,0.0
cohere/command,1,0.1053,0.0,0.6473,0.0,0.7526,0.0
databricks/dbrx-instruct,1,0.0592,0.0,0.4472,0.0,0.5064,0.0
google/gemini-2.0-flash-exp,1,0.1098,0.0,0.677,0.0,0.7869,0.0
meta/llama-2-13b,1,0.079,0.0,0.6716,0.0,0.7506,0.0
meta/llama-2-70b,1,0.0964,0.0,0.6689,0.0,0.7653,0.0
meta/llama-3-8b,1,0.0781,0.0,0.6793,0.0,0.7574,0.0
meta/llama-3.1-405b-instruct-turbo,1,0.1268,0.0,0.6253,0.0,0.7521,0.0
microsoft/phi-2,1,0.0559,0.0,0.6643,0.0,0.7202,0.0
microsoft/phi-3-small-8k-instruct,1,0.1061,0.0,0.6528,0.0,0.7589,0.0
mistralai/mistral-7b-v0.1,1,0.1032,0.0,0.6304,0.0,0.7336,0.0
mistralai/mixtral-8x22b,1,0.1022,0.0,0.6833,0.0,0.7855,0.0
mistralai/open-mistral-nemo-2407,1,0.0364,0.0,0.7038,0.0,0.7402,0.0
openai/gpt-3.5-turbo-0613,1,0.0782,0.0,0.574,0.0,0.6522,0.0
qwen/qwen1.5-32b,1,0.0562,0.0,0.5345,0.0,0.5907,0.0
qwen/qwen2.5-7b-instruct-turbo,1,0.083,0.0,0.6576,0.0,0.7405,0.0
tiiuae/falcon-40b,1,0.0523,0.0,0.6206,0.0,0.6729,0.0
writer/palmyra-x-v3,1,0.0649,0.0,0.6496,0.0,0.7144,0.0
