model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
01-ai/yi-6b,1,0.0101,0.0,0.1168,0.0,0.1067,0.0
01-ai/yi-large-preview,1,0.0224,0.0,0.1377,0.0,0.1601,0.0
ai21/j2-grande,1,0.0002,0.0,0.0942,0.0,0.0943,0.0
ai21/jamba-1.5-mini,1,0.0146,0.0,0.1502,0.0,0.1648,0.0
amazon/nova-micro-v1:0,1,0.0063,0.0,0.1649,0.0,0.1712,0.0
anthropic/claude-2.1,1,0.0086,0.0,0.1733,0.0,0.1819,0.0
anthropic/claude-3-5-sonnet-20240620,1,0.0077,0.0,0.2127,0.0,0.205,0.0
anthropic/claude-3-opus-20240229,1,0.0068,0.0,0.2063,0.0,0.2131,0.0
deepseek-ai/deepseek-llm-67b-chat,1,0.0115,0.0,0.1578,0.0,0.1693,0.0
google/gemini-1.5-flash-001,1,0.0017,0.0,0.2046,0.0,0.2029,0.0
google/gemini-1.5-pro-001,1,0.0211,0.0,0.1496,0.0,0.1707,0.0
google/gemini-1.5-pro-002,1,0.004,0.0,0.2003,0.0,0.2043,0.0
google/text-unicorn@001,1,0.004,0.0,0.2306,0.0,0.2266,0.0
meta/llama-3.1-8b-instruct-turbo,1,0.0257,0.0,0.1343,0.0,0.16,0.0
meta/llama-3.2-90b-vision-instruct-turbo,1,0.0052,0.0,0.1931,0.0,0.1983,0.0
mistralai/mistral-7b-v0.1,1,0.001,0.0,0.1469,0.0,0.146,0.0
mistralai/mistral-large-2402,1,0.0036,0.0,0.1674,0.0,0.1639,0.0
mistralai/mixtral-8x22b,1,0.0202,0.0,0.1665,0.0,0.1867,0.0
openai/gpt-4-1106-preview,1,0.0357,0.0,0.1459,0.0,0.1816,0.0
openai/gpt-4o-2024-05-13,1,0.0191,0.0,0.1866,0.0,0.2057,0.0
openai/gpt-4o-2024-08-06,1,0.0095,0.0,0.1921,0.0,0.2016,0.0
qwen/qwen1.5-7b,1,0.0072,0.0,0.135,0.0,0.1422,0.0
