model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
01-ai/yi-large-preview,1,0.01,0.0,0.68,0.0,0.69,0.0,GSM8K-Lite
AlephAlpha/luminous-supreme,1,0.037,0.0,0.1,0.0,0.137,0.0,GSM8K-Lite
ai21/jamba-instruct,1,0.07,0.0,0.6,0.0,0.67,0.0,GSM8K-Lite
amazon/nova-lite-v1:0,1,0.029,0.0,0.8,0.0,0.829,0.0,GSM8K-Lite
anthropic/claude-2.1,1,0.104,0.0,0.5,0.0,0.604,0.0,GSM8K-Lite
anthropic/claude-3-5-sonnet-20240620,1,0.051,0.0,1.0,0.0,0.949,0.0,GSM8K-Lite
anthropic/claude-3-5-sonnet-20241022,1,0.044,0.0,1.0,0.0,0.956,0.0,GSM8K-Lite
google/gemma-2-27b-it,1,0.032,0.0,0.78,0.0,0.812,0.0,GSM8K-Lite
google/gemma-2-9b-it,1,0.042,0.0,0.72,0.0,0.762,0.0,GSM8K-Lite
google/text-bison@001,1,0.09,0.0,0.52,0.0,0.61,0.0,GSM8K-Lite
meta/llama-2-70b,1,0.027,0.0,0.54,0.0,0.567,0.0,GSM8K-Lite
meta/llama-3.1-405b-instruct-turbo,1,0.051,0.0,1.0,0.0,0.949,0.0,GSM8K-Lite
microsoft/phi-2,1,0.101,0.0,0.48,0.0,0.581,0.0,GSM8K-Lite
mistralai/mistral-7b-v0.1,1,0.037,0.0,0.34,0.0,0.377,0.0,GSM8K-Lite
openai/gpt-4-0613,1,0.048,0.0,0.98,0.0,0.932,0.0,GSM8K-Lite
openai/gpt-4-1106-preview,1,0.048,0.0,0.62,0.0,0.668,0.0,GSM8K-Lite
qwen/qwen1.5-110b-chat,1,0.045,0.0,0.86,0.0,0.815,0.0,GSM8K-Lite
qwen/qwen2.5-7b-instruct-turbo,1,0.01,0.0,0.84,0.0,0.83,0.0,GSM8K-Lite
snowflake/snowflake-arctic-instruct,1,0.028,0.0,0.74,0.0,0.768,0.0,GSM8K-Lite
tiiuae/falcon-7b,1,0.015,0.0,0.04,0.0,0.055,0.0,GSM8K-Lite
writer/palmyra-x-004,1,0.015,0.0,0.92,0.0,0.905,0.0,GSM8K-Lite
writer/palmyra-x-v2,1,0.035,0.0,0.7,0.0,0.735,0.0,GSM8K-Lite
01-ai/yi-large-preview,1,0.0774,0.0,0.2375,0.0,0.1601,0.0,WMT-14 Translation
AlephAlpha/luminous-supreme,1,0.013,0.0,0.0802,0.0,0.0932,0.0,WMT-14 Translation
ai21/jamba-instruct,1,0.0328,0.0,0.1809,0.0,0.148,0.0,WMT-14 Translation
amazon/nova-lite-v1:0,1,0.0004,0.0,0.1816,0.0,0.1812,0.0,WMT-14 Translation
anthropic/claude-2.1,1,0.0151,0.0,0.1971,0.0,0.1819,0.0,WMT-14 Translation
anthropic/claude-3-5-sonnet-20240620,1,0.0199,0.0,0.2249,0.0,0.205,0.0,WMT-14 Translation
anthropic/claude-3-5-sonnet-20241022,1,0.0229,0.0,0.2252,0.0,0.2023,0.0,WMT-14 Translation
google/gemma-2-27b-it,1,0.0557,0.0,0.2474,0.0,0.1917,0.0,WMT-14 Translation
google/gemma-2-9b-it,1,0.025,0.0,0.2078,0.0,0.1828,0.0,WMT-14 Translation
google/text-bison@001,1,0.0311,0.0,0.2419,0.0,0.2108,0.0,WMT-14 Translation
meta/llama-2-70b,1,0.0164,0.0,0.1938,0.0,0.1774,0.0,WMT-14 Translation
meta/llama-3.1-405b-instruct-turbo,1,0.0139,0.0,0.1951,0.0,0.209,0.0,WMT-14 Translation
microsoft/phi-2,1,0.0064,0.0,0.0434,0.0,0.037,0.0,WMT-14 Translation
mistralai/mistral-7b-v0.1,1,0.027,0.0,0.119,0.0,0.146,0.0,WMT-14 Translation
openai/gpt-4-0613,1,0.0121,0.0,0.201,0.0,0.1889,0.0,WMT-14 Translation
openai/gpt-4-1106-preview,1,0.0616,0.0,0.2432,0.0,0.1816,0.0,WMT-14 Translation
qwen/qwen1.5-110b-chat,1,0.0357,0.0,0.2095,0.0,0.1738,0.0,WMT-14 Translation
qwen/qwen2.5-7b-instruct-turbo,1,0.0059,0.0,0.1474,0.0,0.1415,0.0,WMT-14 Translation
snowflake/snowflake-arctic-instruct,1,0.0043,0.0,0.1598,0.0,0.1554,0.0,WMT-14 Translation
tiiuae/falcon-7b,1,0.014,0.0,0.07,0.0,0.084,0.0,WMT-14 Translation
writer/palmyra-x-004,1,0.013,0.0,0.1934,0.0,0.1804,0.0,WMT-14 Translation
writer/palmyra-x-v2,1,0.0312,0.0,0.243,0.0,0.2119,0.0,WMT-14 Translation
