model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
AlephAlpha/luminous-base,10,0.04720000000000001,0.025848791074245613,0.5199999999999999,0.05366563145999496,0.524,0.0,DyckLanguage
ai21/j1-grande-v2-beta,10,0.05,0.03605551275463988,0.6619999999999999,0.05895761189193469,0.644,0.0,DyckLanguage
ai21/j1-jumbo,10,0.0508,0.029178073959739037,0.48200000000000004,0.05688585061331157,0.4680000000000001,5.551115123125783e-17,DyckLanguage
ai21/j2-large,10,0.04079999999999997,0.03154932645873761,0.562,0.05015974481593781,0.574,0.0,DyckLanguage
anthropic/stanford-online-all-v4-s3,10,0.044000000000000004,0.03583294573433782,0.85,0.05674504383644442,0.85,0.0,DyckLanguage
cohere/command-xlarge-beta,10,0.0324,0.03265333061113367,0.45,0.04582575694955839,0.454,0.0,DyckLanguage
cohere/xlarge-20221108,10,0.07640000000000002,0.05705295785496139,0.6120000000000001,0.09431860898041278,0.598,0.0,DyckLanguage
lmsys/vicuna-7b-v1.3,10,0.05840000000000002,0.042159696393593724,0.614,0.07158212067269314,0.622,0.0,DyckLanguage
microsoft/TNLGv2_530B,10,0.05800000000000001,0.04308131845707603,0.774,0.07213875518748573,0.7780000000000001,1.1102230246251565e-16,DyckLanguage
microsoft/TNLGv2_7B,10,0.078,0.053851648071345036,0.526,0.09425497334358544,0.5359999999999999,1.1102230246251565e-16,DyckLanguage
mosaicml/mpt-30b,10,0.054000000000000006,0.03979949748426479,0.622,0.066,0.6340000000000001,1.1102230246251565e-16,DyckLanguage
openai/text-babbage-001,10,0.0496,0.03693020444026814,0.22000000000000003,0.06066300355241241,0.20800000000000002,2.7755575615628914e-17,DyckLanguage
openai/text-davinci-003,10,0.04800000000000002,0.02561249694973138,0.752,0.053814496188294855,0.76,0.0,DyckLanguage
together/bloom,10,0.03600000000000001,0.022627416997969503,0.5359999999999999,0.0417612260356422,0.5280000000000001,1.1102230246251565e-16,DyckLanguage
together/opt-175b,10,0.06600000000000002,0.03492849839314594,0.53,0.073348483283569,0.516,0.0,DyckLanguage
