model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
AlephAlpha/luminous-extended,10,0.037411552346570426,0.025586429875786243,0.509,0.045044422518220835,0.503971119133574,0.0
AlephAlpha/luminous-supreme,10,0.03504332129963901,0.03325797476320134,0.591,0.04437341546466758,0.6101083032490975,0.0
ai21/j1-grande,10,0.029025270758122734,0.016211179176090024,0.8559999999999999,0.0332264954516723,0.8548736462093863,0.0
ai21/j1-large,10,0.02899999999999997,0.026986007747748293,0.819,0.039610604640676714,0.819494584837545,1.1102230246251565e-16
ai21/j2-grande,10,0.026000000000000002,0.02412813825144778,0.8559999999999999,0.03411744421846396,0.8657039711191337,1.1102230246251565e-16
ai21/j2-jumbo,10,0.020999999999999998,0.014969174232236815,0.907,0.02491987158875422,0.9003610108303249,0.0
cohere/command-medium-beta,10,0.03767870036101084,0.02343801226377411,0.627,0.04313930922024598,0.6166064981949458,0.0
cohere/large-20220720,10,0.029512635379061358,0.016746578008315492,0.8290000000000001,0.03389690251335657,0.8274368231046931,0.0
cohere/medium-20220720,10,0.03250902527075813,0.023356872033253546,0.375,0.03801315561749643,0.3624548736462093,5.551115123125783e-17
cohere/medium-20221108,10,0.034999999999999996,0.02284254057955253,0.43500000000000005,0.04080441152620633,0.44404332129963897,0.0
cohere/small-20220720,10,0.029000000000000005,0.01517815115009406,0.151,0.03269556544854363,0.1494584837545126,2.7755575615628914e-17
cohere/xlarge-20220609,10,0.02764620938628154,0.019635397314347082,0.8240000000000001,0.032924155266308645,0.8158844765342961,0.0
eleutherai/pythia-12b-v0,10,0.023,0.01941312335486541,0.7969999999999999,0.028999999999999995,0.8050541516245489,1.1102230246251565e-16
eleutherai/pythia-6.9b,10,0.029000000000000005,0.015178151150094046,0.849,0.03269556544854363,0.8505415162454874,0.0
lmsys/vicuna-13b-v1.3,10,0.03178339350180507,0.011060045070347838,0.9040000000000001,0.03352610922848044,0.9010830324909748,0.0
meta/llama-13b,10,0.02200000000000002,0.013918577683381662,0.868,0.026000000000000023,0.8693140794223828,1.1102230246251565e-16
meta/llama-2-13b,10,0.032263537906137174,0.02765111097725136,0.417,0.04099999999999999,0.42815884476534294,0.0
meta/llama-2-70b,10,0.029407942238267183,0.017137136584012634,0.722,0.033406586176980155,0.7285198555956678,1.1102230246251565e-16
meta/llama-2-7b,10,0.028350180505415146,0.015721754734187854,0.8310000000000001,0.027367864366808006,0.8483754512635379,0.0
meta/llama-30b,10,0.028050541516245486,0.015271901707613167,0.9099999999999999,0.03193743884534262,0.9097472924187727,1.1102230246251565e-16
meta/llama-65b,10,0.02400000000000002,0.014991687496775163,0.8800000000000001,0.02828427124746193,0.8808664259927796,1.1102230246251565e-16
meta/llama-7b,10,0.02930324909747293,0.016076571084524188,0.8550000000000001,0.03324154027718933,0.8584837545126354,0.0
mistralai/mistral-7b-v0.1,10,0.019999999999999962,0.012150446862756454,0.9359999999999999,0.023323807579381173,0.9379061371841153,2.220446049250313e-16
mosaicml/mpt-instruct-30b,10,0.03469314079422382,0.018498400672968342,0.8539999999999999,0.028705400188814654,0.8808664259927796,1.1102230246251565e-16
openai/ada,10,0.031,0.02326500705729891,0.24299999999999997,0.038742741255621035,0.2418772563176895,2.7755575615628914e-17
openai/babbage,10,0.021162454873646194,0.016005803467296208,0.27599999999999997,0.026532998322843195,0.275812274368231,0.0
openai/curie,10,0.025935018050541513,0.013043268841552345,0.22200000000000003,0.028213471959331774,0.21516245487364621,0.0
openai/davinci,10,0.028000000000000004,0.02063111166916227,0.246,0.03469870314579494,0.24837545126353794,2.7755575615628914e-17
openai/gpt-3.5-turbo-0301,10,0.01855956678700361,0.014390975322428733,0.959,0.02343074902771994,0.9574007220216606,0.0
openai/gpt-3.5-turbo-0613,10,0.02699999999999997,0.0158386807021136,0.9310000000000003,0.03112876483254674,0.9342960288808662,2.220446049250313e-16
openai/text-ada-001,10,0.029324909747292426,0.016215472071189337,0.8469999999999999,0.033481338085566414,0.8483754512635379,0.0
openai/text-curie-001,10,0.025000000000000012,0.02990407777390438,0.869,0.03884584919911007,0.8722021660649819,0.0
openai/text-davinci-002,10,0.018462093862815877,0.010735337973047748,0.9180000000000001,0.021354156504062614,0.9176895306859206,0.0
stanford/alpaca-7b,10,0.02816967509025272,0.014059006302925671,0.861,0.029137604568666955,0.8729241877256317,0.0
tiiuae/falcon-40b-instruct,10,0.01937184115523466,0.013848482737695334,0.9,0.02280350850198276,0.9068592057761734,1.1102230246251565e-16
tiiuae/falcon-40b,10,0.03433574007220216,0.016653906978674457,0.7630000000000001,0.034942810419312305,0.7783393501805055,1.1102230246251565e-16
