model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
AlephAlpha/luminous-base,10,0.037866352201257863,0.02236895128093768,0.48533333333333334,0.04389887368841155,0.48266509433962257,5.551115123125783e-17
ai21/j1-grande-v2-beta,10,0.03333333333333334,0.019102702366632827,0.7373333333333333,0.03820413008505173,0.7413915094339621,1.1102230246251565e-16
ai21/j1-jumbo,10,0.044910377358490565,0.02608050561681861,0.376,0.05122499389946279,0.38455188679245284,0.0
ai21/j2-large,10,0.04800471698113207,0.033314971506076554,0.6613333333333333,0.054389541478323034,0.6399764150943398,1.1102230246251565e-16
anthropic/stanford-online-all-v4-s3,10,0.04369339622641509,0.030878954155517294,0.4906666666666667,0.05293182197674455,0.4984669811320755,0.0
cohere/command-xlarge-beta,10,0.06198427672955973,0.05170976330213307,0.5613333333333332,0.0748212685151904,0.591627358490566,0.0
cohere/xlarge-20221108,10,0.05390251572327044,0.02950842179288173,0.6706666666666667,0.06082397188243756,0.6619103773584907,1.1102230246251565e-16
lmsys/vicuna-7b-v1.3,10,0.05450471698113209,0.03666290017009783,0.4533333333333333,0.06282250127674532,0.47252358490566043,5.551115123125783e-17
microsoft/TNLGv2_530B,10,0.05049842767295597,0.027756202332604587,0.4133333333333334,0.05625339495927731,0.42582547169811324,5.551115123125783e-17
microsoft/TNLGv2_7B,10,0.060872641509433965,0.029102066995144827,0.5999999999999999,0.05781195570314345,0.5652122641509434,0.0
mosaicml/mpt-30b,10,0.04,0.029097429432999776,0.4026666666666666,0.049459298642643756,0.40200471698113205,0.0
openai/text-babbage-001,10,0.031999999999999994,0.02272852970730288,0.808,0.03919183588453085,0.8101415094339621,1.1102230246251565e-16
openai/text-davinci-003,10,0.03367610062893082,0.021130770774339055,0.6946666666666668,0.03975480404233486,0.6950471698113209,1.1102230246251565e-16
together/bloom,10,0.051927672955974835,0.02481038730498117,0.596,0.054990908339470075,0.6129716981132074,1.1102230246251565e-16
together/opt-175b,10,0.029971698113207546,0.017471700377177227,0.20533333333333337,0.03435759660460033,0.21014150943396226,0.0
together/redpajama-incite-base-3b-v1,10,0.050455974842767294,0.023221663992333542,0.6346666666666667,0.05170858514577419,0.6143867924528302,0.0
writer/palmyra-x,10,0.0024654088050314465,0.0031509433962264156,0.0013333333333333335,0.004,0.0014150943396226414,0.0
