model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
AlephAlpha/luminous-base,1,0.0414,0.0,0.218,0.0,0.1766,0.0
ai21/j1-grande-v2-beta,1,0.0314,0.0,0.2433,0.0,0.2748,0.0
ai21/j1-jumbo,1,0.0612,0.0,0.1859,0.0,0.2471,0.0
ai21/j2-large,1,0.0071,0.0,0.2253,0.0,0.2324,0.0
anthropic/stanford-online-all-v4-s3,1,0.0078,0.0,0.249,0.0,0.2411,0.0
cohere/command-xlarge-beta,1,0.0025,0.0,0.3166,0.0,0.3191,0.0
cohere/xlarge-20221108,1,0.0065,0.0,0.3172,0.0,0.3237,0.0
lmsys/vicuna-7b-v1.3,1,0.0393,0.0,0.2046,0.0,0.2439,0.0
microsoft/TNLGv2_530B,1,0.0099,0.0,0.3064,0.0,0.3162,0.0
microsoft/TNLGv2_7B,1,0.0467,0.0,0.209,0.0,0.1624,0.0
mosaicml/mpt-30b,1,0.0494,0.0,0.3453,0.0,0.2959,0.0
openai/text-babbage-001,1,0.0245,0.0,0.038,0.0,0.0624,0.0
openai/text-davinci-003,1,0.0517,0.0,0.42,0.0,0.3683,0.0
together/bloom,1,0.0051,0.0,0.2111,0.0,0.206,0.0
together/opt-175b,1,0.0014,0.0,0.2507,0.0,0.2493,0.0
together/redpajama-incite-base-3b-v1,1,0.0333,0.0,0.1269,0.0,0.1602,0.0
writer/palmyra-x,1,0.0341,0.0,0.4016,0.0,0.3675,0.0
