model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
AlephAlpha/luminous-base,10,0.027316397228637414,0.016677924041023567,0.055999999999999994,0.032,0.05658198614318707,0.0,MATH-Classic
ai21/j1-grande-v2-beta,10,0.05600000000000001,0.038661469384137614,0.10400000000000001,0.06740919818541087,0.09468822170900693,0.0,MATH-Classic
ai21/j1-jumbo,10,0.0447852193995381,0.026408306509902515,0.04,0.05059644256269408,0.05196304849884527,0.0,MATH-Classic
ai21/j2-large,10,0.028942263279445723,0.01795834640112281,0.028000000000000004,0.031240998703626618,0.0415704387990762,6.938893903907228e-18,MATH-Classic
anthropic/stanford-online-all-v4-s3,10,0.03299769053117783,0.02978468639221422,0.144,0.04079215610874228,0.16166281755196305,0.0,MATH-Classic
cohere/command-xlarge-beta,10,0.03833718244803695,0.021160633323405568,0.088,0.04308131845707604,0.09584295612009239,1.3877787807814457e-17,MATH-Classic
cohere/xlarge-20221108,10,0.04566281755196304,0.025081870860864667,0.088,0.04995998398718719,0.10277136258660509,1.3877787807814457e-17,MATH-Classic
lmsys/vicuna-7b-v1.3,10,0.039565819861431865,0.025794020459158712,0.07599999999999998,0.04543126676640218,0.08891454965357967,0.0,MATH-Classic
microsoft/TNLGv2_530B,10,0.06799999999999999,0.034935812351288356,0.14799999999999996,0.076,0.1397228637413395,0.0,MATH-Classic
microsoft/TNLGv2_7B,10,0.039999999999999994,0.02530901352038509,0.039999999999999994,0.04732863826479693,0.03926096997690531,0.0,MATH-Classic
mosaicml/mpt-30b,10,0.048,0.03373616405117126,0.128,0.056,0.14549653579676675,0.0,MATH-Classic
openai/text-babbage-001,10,0.022309468822170903,0.01713869868026422,0.02,0.02683281572999748,0.011547344110854504,0.0,MATH-Classic
openai/text-davinci-003,10,0.09999999999999998,0.0615709516272266,0.42800000000000005,0.11737120600896968,0.4318706697459584,5.551115123125783e-17,MATH-Classic
together/bloom,10,0.024323325635103924,0.019641688964091856,0.052000000000000005,0.031240998703626618,0.05080831408775981,6.938893903907228e-18,MATH-Classic
together/opt-175b,10,0.033635103926097,0.022797129737504754,0.031999999999999994,0.039191835884530846,0.042725173210161664,0.0,MATH-Classic
together/redpajama-incite-base-3b-v1,10,0.03325635103926096,0.015870175044111767,0.016,0.0265329983228432,0.0415704387990762,6.938893903907228e-18,MATH-Classic
writer/palmyra-x,10,0.03363510392609702,0.029616474018434733,0.396,0.03773592452822642,0.371824480369515,0.0,MATH-Classic
AlephAlpha/luminous-base,10,0.04521058953245423,0.02334759867518787,0.3287678001471041,0.05086871960540066,0.3299848192417862,5.551115123125783e-17,QuAC
ai21/j1-grande-v2-beta,10,0.06378211525980426,0.039213379501024055,0.3925159886808654,0.07475598040160994,0.3883457664924923,0.0,QuAC
ai21/j1-jumbo,10,0.059206421325071326,0.04420846533683431,0.3401066485347174,0.07368227051917794,0.34564846635007573,0.0,QuAC
anthropic/stanford-online-all-v4-s3,10,0.06922837501171987,0.037304065299944414,0.3918857484974226,0.07621244907151824,0.41127192401470997,0.0,QuAC
cohere/command-xlarge-beta,10,0.0645297263793608,0.060179139442606416,0.4250639070323448,0.08785373729749929,0.4332697131176618,0.0,QuAC
cohere/xlarge-20221108,10,0.07078078205693943,0.04164434671938551,0.3764226662572702,0.08210396226951742,0.3781862143632239,0.0,QuAC
lmsys/vicuna-7b-v1.3,10,0.07522294952987205,0.05180591996504827,0.4085303813322228,0.09063289621623608,0.39721562977261504,0.0,QuAC
microsoft/TNLGv2_530B,10,0.06377964822489796,0.050459780224114535,0.3793875503977657,0.0801647261144931,0.39308607714139676,5.551115123125783e-17,QuAC
microsoft/TNLGv2_7B,10,0.061317625381414144,0.04776119120160356,0.2996331201511194,0.06835429164668054,0.33662870611609785,5.551115123125783e-17,QuAC
mosaicml/mpt-30b,10,0.08017842368057637,0.0632893494304408,0.39556563574077963,0.1018619428160112,0.38793242010265494,5.551115123125783e-17,QuAC
openai/text-babbage-001,10,0.046753853686120644,0.02914657182769154,0.26247043460795133,0.0544909405847664,0.27060572058924404,0.0,QuAC
openai/text-davinci-003,10,0.044643274537658414,0.040001526065600326,0.49266683293606556,0.059764750029860626,0.49728405102598916,0.0,QuAC
together/bloom,10,0.054285888682683046,0.0330141405880117,0.32369568256507175,0.06068644744250279,0.34251180027415307,0.0,QuAC
together/opt-175b,10,0.040529621861398926,0.029659815158236562,0.34523599686259565,0.04657313519398353,0.3640322188673411,0.0,QuAC
together/redpajama-incite-base-3b-v1,10,0.06712534642855864,0.030896666832318634,0.33351293391612297,0.06973074029791773,0.3090580773022382,0.0,QuAC
writer/palmyra-x,10,0.05179301387249576,0.04737955255049309,0.4888615163978379,0.06660431762394982,0.4666984128306594,0.0,QuAC
AlephAlpha/luminous-base,10,0.05031438388960226,0.0295657855214264,0.903764804167281,0.055696047443269774,0.9211895910780669,0.0,IMDB
ai21/j1-grande-v2-beta,10,0.060181010316082494,0.05783122101970717,0.9116670464038885,0.08143872935803251,0.9299410029498526,1.1102230246251565e-16,IMDB
ai21/j1-jumbo,10,0.07148691159855848,0.0683161836006777,0.8916937843718029,0.09622598107558179,0.9144542772861358,1.1102230246251565e-16,IMDB
ai21/j2-large,10,0.051661260995626325,0.04462396439895665,0.9055902009926777,0.057264861415626256,0.9427509293680296,1.1102230246251565e-16,IMDB
