model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
01-ai/yi-34b,1,0.0103,0.0,0.1455,0.0,0.1557,0.0
anthropic/claude-3-haiku-20240307,1,0.0175,0.0,0.1124,0.0,0.1299,0.0
anthropic/claude-3-sonnet-20240229,1,0.0251,0.0,0.17,0.0,0.195,0.0
anthropic/claude-v1.3,1,0.025,0.0,0.1695,0.0,0.1945,0.0
cohere/command-r,1,0.0365,0.0,0.0944,0.0,0.1309,0.0
deepseek-ai/deepseek-llm-67b-chat,1,0.0198,0.0,0.1891,0.0,0.1693,0.0
google/gemma-2-27b-it,1,0.029,0.0,0.1627,0.0,0.1917,0.0
meta/llama-3.1-405b-instruct-turbo,1,0.0278,0.0,0.1813,0.0,0.209,0.0
meta/llama-3.1-70b-instruct-turbo,1,0.0294,0.0,0.1685,0.0,0.1979,0.0
meta/llama-3.1-8b-instruct-turbo,1,0.0104,0.0,0.1704,0.0,0.16,0.0
meta/llama-3.2-11b-vision-instruct-turbo,1,0.0204,0.0,0.1787,0.0,0.1583,0.0
meta/llama-3.2-90b-vision-instruct-turbo,1,0.0346,0.0,0.1637,0.0,0.1983,0.0
microsoft/phi-2,1,0.0042,0.0,0.0412,0.0,0.037,0.0
mistralai/mixtral-8x7b-32kseqlen,1,0.0413,0.0,0.1299,0.0,0.1711,0.0
mistralai/open-mistral-nemo-2407,1,0.0212,0.0,0.1396,0.0,0.1607,0.0
openai/gpt-4o-2024-08-06,1,0.0164,0.0,0.1851,0.0,0.2016,0.0
openai/text-davinci-002,1,0.0195,0.0,0.1378,0.0,0.1574,0.0
qwen/qwen2.5-72b-instruct-turbo,1,0.0166,0.0,0.1692,0.0,0.1858,0.0
qwen/qwen2.5-7b-instruct-turbo,1,0.0133,0.0,0.1282,0.0,0.1415,0.0
snowflake/snowflake-arctic-instruct,1,0.0095,0.0,0.1459,0.0,0.1554,0.0
tiiuae/falcon-7b,1,0.0157,0.0,0.0997,0.0,0.084,0.0
writer/palmyra-x-v2,1,0.0229,0.0,0.189,0.0,0.2119,0.0
