model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
ai21/j2-grande,1,0.0412,0.0,0.0532,0.0,0.0943,0.0
anthropic/claude-2.1,1,0.0232,0.0,0.1587,0.0,0.1819,0.0
anthropic/claude-3-opus-20240229,1,0.0274,0.0,0.1857,0.0,0.2131,0.0
anthropic/claude-3-sonnet-20240229,1,0.023,0.0,0.1721,0.0,0.195,0.0
cohere/command-r-plus,1,0.0207,0.0,0.1618,0.0,0.1825,0.0
databricks/dbrx-instruct,1,0.0042,0.0,0.1124,0.0,0.1166,0.0
google/gemini-1.5-pro-002,1,0.0402,0.0,0.1641,0.0,0.2043,0.0
google/gemma-2-27b-it,1,0.0418,0.0,0.1498,0.0,0.1917,0.0
meta/llama-3-8b,1,0.0586,0.0,0.1079,0.0,0.1664,0.0
meta/llama-3.1-70b-instruct-turbo,1,0.006,0.0,0.1919,0.0,0.1979,0.0
meta/llama-3.1-8b-instruct-turbo,1,0.0245,0.0,0.1355,0.0,0.16,0.0
meta/llama-3.2-11b-vision-instruct-turbo,1,0.0318,0.0,0.1265,0.0,0.1583,0.0
meta/llama-3.2-90b-vision-instruct-turbo,1,0.0201,0.0,0.1781,0.0,0.1983,0.0
mistralai/mistral-7b-instruct-v0.3,1,0.0338,0.0,0.0957,0.0,0.1295,0.0
mistralai/mistral-large-2407,1,0.0336,0.0,0.1387,0.0,0.1723,0.0
openai/gpt-4-0613,1,0.03,0.0,0.1589,0.0,0.1889,0.0
openai/gpt-4o-2024-08-06,1,0.035,0.0,0.1666,0.0,0.2016,0.0
openai/gpt-4o-mini-2024-07-18,1,0.0168,0.0,0.1687,0.0,0.1855,0.0
openai/text-davinci-003,1,0.0394,0.0,0.1311,0.0,0.1705,0.0
qwen/qwen1.5-32b,1,0.0226,0.0,0.1507,0.0,0.1734,0.0
snowflake/snowflake-arctic-instruct,1,0.0315,0.0,0.1239,0.0,0.1554,0.0
tiiuae/falcon-40b,1,0.0427,0.0,0.1014,0.0,0.1441,0.0
