model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std,dataset
01-ai/yi-34b,1,0.0795,0.0,0.3639,0.0,0.4435,0.0,NaturalQA
AlephAlpha/luminous-supreme,1,0.0089,0.0,0.3082,0.0,0.2992,0.0,NaturalQA
ai21/j2-jumbo,1,0.0302,0.0,0.3551,0.0,0.3853,0.0,NaturalQA
ai21/jamba-1.5-large,1,0.0544,0.0,0.3393,0.0,0.3937,0.0,NaturalQA
amazon/nova-micro-v1:0,1,0.0156,0.0,0.2692,0.0,0.2847,0.0,NaturalQA
amazon/nova-pro-v1:0,1,0.0611,0.0,0.3441,0.0,0.4052,0.0,NaturalQA
anthropic/claude-3-sonnet-20240229,1,0.0279,0.0,0.0562,0.0,0.0283,0.0,NaturalQA
cohere/command-r,1,0.0099,0.0,0.3622,0.0,0.3522,0.0,NaturalQA
cohere/command,1,0.0063,0.0,0.3974,0.0,0.3911,0.0,NaturalQA
google/gemini-1.5-pro-001,1,0.0077,0.0,0.3703,0.0,0.378,0.0,NaturalQA
google/gemini-2.0-flash-exp,1,0.0384,0.0,0.4047,0.0,0.4431,0.0,NaturalQA
google/gemma-2-27b-it,1,0.0738,0.0,0.2791,0.0,0.3529,0.0,NaturalQA
meta/llama-3-70b,1,0.0662,0.0,0.409,0.0,0.4753,0.0,NaturalQA
meta/llama-3.1-405b-instruct-turbo,1,0.083,0.0,0.373,0.0,0.456,0.0,NaturalQA
meta/llama-3.1-8b-instruct-turbo,1,0.078,0.0,0.131,0.0,0.209,0.0,NaturalQA
mistralai/mistral-7b-instruct-v0.3,1,0.0072,0.0,0.2604,0.0,0.2533,0.0,NaturalQA
mistralai/mixtral-8x7b-32kseqlen,1,0.0313,0.0,0.396,0.0,0.4273,0.0,NaturalQA
mistralai/open-mistral-nemo-2407,1,0.0395,0.0,0.2253,0.0,0.2648,0.0,NaturalQA
openai/gpt-3.5-turbo-0613,1,0.0659,0.0,0.2687,0.0,0.3346,0.0,NaturalQA
openai/text-davinci-003,1,0.0347,0.0,0.3787,0.0,0.4134,0.0,NaturalQA
qwen/qwen2.5-7b-instruct-turbo,1,0.0124,0.0,0.1927,0.0,0.2051,0.0,NaturalQA
writer/palmyra-x-v2,1,0.0449,0.0,0.3832,0.0,0.4281,0.0,NaturalQA
01-ai/yi-34b,1,0.0371,0.0,0.4,0.0,0.4371,0.0,MATH Competition
AlephAlpha/luminous-supreme,1,0.0001,0.0,0.08,0.0,0.0801,0.0,MATH Competition
ai21/j2-jumbo,1,0.0053,0.0,0.1,0.0,0.1053,0.0,MATH Competition
ai21/jamba-1.5-large,1,0.0437,0.0,0.7,0.0,0.7437,0.0,MATH Competition
amazon/nova-micro-v1:0,1,0.0518,0.0,0.74,0.0,0.7918,0.0,MATH Competition
amazon/nova-pro-v1:0,1,0.0381,0.0,0.82,0.0,0.8581,0.0,MATH Competition
anthropic/claude-3-sonnet-20240229,1,0.067,0.0,0.02,0.0,0.087,0.0,MATH Competition
cohere/command-r,1,0.0117,0.0,0.3,0.0,0.2883,0.0,MATH Competition
cohere/command,1,0.0254,0.0,0.24,0.0,0.2654,0.0,MATH Competition
google/gemini-1.5-pro-001,1,0.0427,0.0,0.82,0.0,0.8627,0.0,MATH Competition
google/gemini-2.0-flash-exp,1,0.0268,0.0,0.9,0.0,0.9268,0.0,MATH Competition
google/gemma-2-27b-it,1,0.0072,0.0,0.78,0.0,0.7872,0.0,MATH Competition
meta/llama-3-70b,1,0.026,0.0,0.74,0.0,0.714,0.0,MATH Competition
meta/llama-3.1-405b-instruct-turbo,1,0.0404,0.0,0.82,0.0,0.8604,0.0,MATH Competition
meta/llama-3.1-8b-instruct-turbo,1,0.1168,0.0,0.62,0.0,0.7368,0.0,MATH Competition
mistralai/mistral-7b-instruct-v0.3,1,0.0518,0.0,0.28,0.0,0.3318,0.0,MATH Competition
mistralai/mixtral-8x7b-32kseqlen,1,0.0515,0.0,0.5,0.0,0.5515,0.0,MATH Competition
mistralai/open-mistral-nemo-2407,1,0.0392,0.0,0.76,0.0,0.7208,0.0,MATH Competition
openai/gpt-3.5-turbo-0613,1,0.0215,0.0,0.74,0.0,0.7185,0.0,MATH Competition
openai/text-davinci-003,1,0.0605,0.0,0.42,0.0,0.4805,0.0,MATH Competition
qwen/qwen2.5-7b-instruct-turbo,1,0.0127,0.0,0.88,0.0,0.8673,0.0,MATH Competition
writer/palmyra-x-v2,1,0.0924,0.0,0.74,0.0,0.6476,0.0,MATH Competition
