model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
01-ai/yi-34b,1,0.0081,0.0,0.1476,0.0,0.1557,0.0
AlephAlpha/luminous-supreme,1,0.018,0.0,0.0752,0.0,0.0932,0.0
ai21/j2-jumbo,1,0.009,0.0,0.0942,0.0,0.1032,0.0
ai21/jamba-1.5-large,1,0.0025,0.0,0.1878,0.0,0.1853,0.0
amazon/nova-micro-v1:0,1,0.0099,0.0,0.181,0.0,0.1712,0.0
amazon/nova-pro-v1:0,1,0.0192,0.0,0.2217,0.0,0.2026,0.0
anthropic/claude-3-sonnet-20240229,1,0.0144,0.0,0.2094,0.0,0.195,0.0
cohere/command-r,1,0.0105,0.0,0.1414,0.0,0.1309,0.0
cohere/command,1,0.0009,0.0,0.0793,0.0,0.0802,0.0
google/gemini-1.5-pro-001,1,0.0085,0.0,0.1792,0.0,0.1707,0.0
google/gemini-2.0-flash-exp,1,0.0169,0.0,0.2076,0.0,0.1908,0.0
google/gemma-2-27b-it,1,0.0069,0.0,0.1848,0.0,0.1917,0.0
meta/llama-3-70b,1,0.0197,0.0,0.2189,0.0,0.1991,0.0
meta/llama-3.1-405b-instruct-turbo,1,0.0153,0.0,0.2243,0.0,0.209,0.0
meta/llama-3.1-8b-instruct-turbo,1,0.0152,0.0,0.1448,0.0,0.16,0.0
mistralai/mistral-7b-instruct-v0.3,1,0.0102,0.0,0.1193,0.0,0.1295,0.0
mistralai/mixtral-8x7b-32kseqlen,1,0.0029,0.0,0.174,0.0,0.1711,0.0
mistralai/open-mistral-nemo-2407,1,0.0163,0.0,0.1771,0.0,0.1607,0.0
openai/gpt-3.5-turbo-0613,1,0.0068,0.0,0.1631,0.0,0.1699,0.0
openai/text-davinci-003,1,0.0071,0.0,0.1633,0.0,0.1705,0.0
qwen/qwen2.5-7b-instruct-turbo,1,0.0133,0.0,0.1548,0.0,0.1415,0.0
writer/palmyra-x-v2,1,0.0012,0.0,0.2107,0.0,0.2119,0.0
