model_name,n_seeds,simple_random_error_mean,simple_random_error_std,simple_random_prediction_mean,simple_random_prediction_std,simple_random_true_performance_mean,simple_random_true_performance_std
AlephAlpha/luminous-extended,10,0.037517295597484276,0.026247628405527957,0.7266666666666667,0.04351245032554859,0.7409198113207547,0.0
AlephAlpha/luminous-supreme,10,0.026666666666666682,0.022518661310014114,0.7386666666666667,0.03435759660460033,0.7448113207547171,1.1102230246251565e-16
ai21/j1-grande,10,0.03447798742138365,0.02311395283956478,0.7893333333333333,0.04035398920112414,0.7990566037735849,0.0
ai21/j1-large,10,0.04035691823899372,0.017707048184193035,0.768,0.04349201714746692,0.7751179245283019,0.0
ai21/j2-grande,10,0.03866666666666667,0.02237356832227572,0.7426666666666667,0.04464178411408855,0.7443396226415093,1.1102230246251565e-16
ai21/j2-jumbo,10,0.029402515723270455,0.024451778763355053,0.37333333333333335,0.027325202042558935,0.34658018867924534,5.551115123125783e-17
cohere/command-medium-beta,10,0.03185534591194968,0.02438542486504307,0.3266666666666667,0.04011095721731019,0.32594339622641505,5.551115123125783e-17
cohere/large-20220720,10,0.028415094339622648,0.024960156533655093,0.22800000000000004,0.035502738548518264,0.2410377358490566,0.0
cohere/medium-20220720,10,0.03866666666666667,0.023214289353599326,0.21733333333333332,0.045038255344145434,0.2196933962264151,0.0
cohere/medium-20221108,10,0.03399371069182392,0.020706213573863107,0.7986666666666666,0.03975480404233487,0.7966981132075472,1.1102230246251565e-16
cohere/small-20220720,10,0.02472012578616354,0.011630551183748027,0.8066666666666666,0.026832815729997475,0.8015330188679245,0.0
cohere/xlarge-20220609,10,0.04022169811320754,0.023373849361754642,0.29333333333333333,0.044221663871405324,0.27889150943396224,0.0
eleutherai/pythia-12b-v0,10,0.04799999999999999,0.020656196089057298,0.704,0.052255781179374454,0.7038915094339623,0.0
eleutherai/pythia-6.9b,10,0.052000000000000005,0.032437049604085735,0.5079999999999999,0.061231800017093524,0.5106132075471698,0.0
lmsys/vicuna-13b-v1.3,10,0.05440723270440252,0.0353610464140514,0.4880000000000001,0.064,0.4987028301886792,0.0
meta/llama-13b,10,0.05419182389937107,0.027205146775481866,0.4173333333333334,0.060236570656408084,0.4242924528301887,0.0
meta/llama-2-13b,10,0.037333333333333316,0.03400413099763142,0.5199999999999999,0.04953113498935121,0.5298349056603773,1.1102230246251565e-16
meta/llama-2-70b,10,0.06266666666666666,0.05316908301719041,0.5053333333333334,0.0726513745377348,0.54375,0.0
meta/llama-2-7b,10,0.03462421383647799,0.025408058943526515,0.7493333333333333,0.04165466493816883,0.7597877358490566,0.0
meta/llama-30b,10,0.038323899371069205,0.02674991012222305,0.8026666666666668,0.04611097724210823,0.7950471698113207,0.0
meta/llama-65b,10,0.05785377358490564,0.028683656769282476,0.5826666666666667,0.06423567717571149,0.5892688679245283,0.0
meta/llama-7b,10,0.024000000000000004,0.018003204320024176,0.3706666666666667,0.02908989897236191,0.3633254716981132,0.0
mistralai/mistral-7b-v0.1,10,0.05926257861635219,0.03433135627460891,0.5293333333333333,0.06533333333333334,0.5498820754716982,1.1102230246251565e-16
mosaicml/mpt-instruct-30b,10,0.02682075471698115,0.02217518674517219,0.34400000000000003,0.03466666666666668,0.34705188679245286,0.0
